accession_number,locale,description,rel_left_x,rel_right_x,rel_top_y,rel_bottom_y,abs_left_x,abs_right_x,abs_top_y,abs_bottom_y
1965.030,en,AD BALFOURIER.,0.03223388305847077,0.13268365817091454,0.918,0.932,43,177,918,932
1965.030,,AD,0.03223388305847077,0.04422788605697151,0.919,0.932,43,59,919,932
1965.030,,BALFOURIER,0.05247376311844078,0.12293853073463268,0.919,0.931,70,164,919,931
1965.030,,.,0.12818590704647675,0.13268365817091454,0.919,0.931,171,177,919,931
1965.033,kri,Liop Flaming del & so ju,0.326,0.591,0.8841033672670321,0.9028974158183242,326,591,1129,1153
1965.033,,Liop,0.326,0.371,0.8841033672670321,0.9028974158183242,326,371,1129,1153
1965.033,,Flaming,0.377,0.47,0.8841033672670321,0.9028974158183242,377,470,1129,1153
1965.033,,del,0.477,0.51,0.8841033672670321,0.9028974158183242,477,510,1129,1153
1965.033,,&,0.513,0.529,0.8841033672670321,0.9028974158183242,513,529,1129,1153
1965.033,,so,0.536,0.561,0.8841033672670321,0.9028974158183242,536,561,1129,1153
1965.033,,ju,0.565,0.591,0.8841033672670321,0.9028974158183242,565,591,1129,1153
1966.007,pl,MORZE,0.448,0.494,0.06626506024096386,0.08734939759036145,224,247,22,29
1966.007,,MORZE,0.496,0.45,0.08734939759036145,0.07228915662650602,248,225,29,24
1966.008,und,Alan,0.798,0.848,0.9434523809523809,0.9642857142857143,399,424,317,324
1966.008,,Alan,0.798,0.848,0.9434523809523809,0.9642857142857143,399,424,317,324
1966.009,en,"B
No A West Side Row
DIPERINE
SHERRIET
Ata
AILIN",0.06074766355140187,0.927570093457944,0.336,0.934,26,397,168,467
1966.009,,B,0.37383177570093457,0.45560747663551404,0.336,0.442,160,195,168,221
1966.009,,No,0.06074766355140187,0.09345794392523364,0.914,0.932,26,40,457,466
1966.009,,A,0.10981308411214953,0.1191588785046729,0.914,0.93,47,51,457,465
1966.009,,West,0.1425233644859813,0.21962616822429906,0.914,0.93,61,94,457,465
1966.009,,Side,0.2383177570093458,0.2967289719626168,0.914,0.93,102,127,457,465
1966.009,,Row,0.31542056074766356,0.37616822429906543,0.914,0.93,135,161,457,465
1966.009,,DIPERINE,0.4953271028037383,0.5560747663551402,0.672,0.678,212,238,336,339
1966.009,,SHERRIET,0.616822429906542,0.6845794392523364,0.704,0.71,264,293,352,355
1966.009,,Ata,0.7242990654205608,0.7873831775700935,0.912,0.934,310,337,456,467
1966.009,,AILIN,0.8785046728971962,0.927570093457944,0.924,0.932,376,397,462,466
1966.014,en,"):
NOVASA
AMARE
""West Side Rew Vanderbilt Univ
BEDE
CREA URGE
I=200
+++
EZET",0.012,0.63,0.4519774011299435,0.9717514124293786,6,315,160,344
1966.014,,),0.032,0.024,0.9745762711864406,0.9548022598870056,16,12,345,338
1966.014,,:,0.02,0.014,0.9717514124293786,0.9519774011299436,10,7,344,337
1966.014,,NOVASA,0.132,0.054,0.9011299435028248,0.884180790960452,66,27,319,313
1966.014,,AMARE,0.154,0.062,0.9180790960451978,0.9124293785310734,77,31,325,323
1966.014,,"""",0.098,0.112,0.923728813559322,0.943502824858757,49,56,327,334
1966.014,,West,0.1,0.14,0.9209039548022598,0.940677966101695,50,70,326,333
1966.014,,Side,0.146,0.176,0.9209039548022598,0.940677966101695,73,88,326,333
1966.014,,Rew,0.184,0.212,0.9209039548022598,0.940677966101695,92,106,326,333
1966.014,,Vanderbilt,0.232,0.33,0.9180790960451978,0.9378531073446328,116,165,325,332
1966.014,,Univ,0.34,0.384,0.9180790960451978,0.9378531073446328,170,192,325,332
1966.014,,BEDE,0.39,0.402,0.4519774011299435,0.5310734463276836,195,201,160,188
1966.014,,CREA,0.544,0.526,0.4745762711864407,0.5451977401129944,272,263,168,193
1966.014,,URGE,0.544,0.526,0.6016949152542372,0.7033898305084746,272,263,213,249
1966.014,,I,0.574,0.586,0.7231638418079096,0.7090395480225988,287,293,256,251
1966.014,,=,0.574,0.586,0.7090395480225988,0.692090395480226,287,293,251,245
1966.014,,200,0.574,0.586,0.6836158192090396,0.6129943502824858,287,293,242,217
1966.014,,+++,0.616,0.628,0.5819209039548022,0.5310734463276836,308,314,206,188
