accession_number,locale,description,rel_left_x,rel_right_x,rel_top_y,rel_bottom_y,abs_left_x,abs_right_x,abs_top_y,abs_bottom_y
1996.156,ro,"Tur Cost 70.
72",0.5559619604974396,0.6305779078273592,0.7537537537537538,0.7747747747747747,760,862,753,774
1996.156,,Tur,0.5559619604974396,0.5779078273591807,0.7567567567567568,0.7737737737737738,760,790,756,773
1996.156,,Cost,0.5808339429407462,0.6049743964886612,0.7557557557557557,0.7727727727727728,794,827,755,772
1996.156,,70,0.6108266276517923,0.6232626188734455,0.7557557557557557,0.7727727727727728,835,852,755,772
1996.156,,.,0.6210680321872714,0.6269202633504023,0.7547547547547547,0.7717717717717718,849,857,754,771
1996.156,,72,0.6144842721287491,0.6305779078273592,0.7587587587587588,0.7717717717717718,840,862,758,771
1996.166,und,FINS,0.15476190476190477,0.29910714285714285,0.178,0.253,208,402,178,253
1996.166,,FINS,0.15476190476190477,0.29910714285714285,0.185,0.246,208,402,185,246
1996.182a,pt,HIPER,0.9477977161500816,0.9632952691680261,0.14114114114114115,0.16716716716716717,1162,1181,141,167
1996.182a,,HIPER,0.964110929853181,0.9486133768352365,0.14614614614614616,0.16316316316316315,1182,1163,146,163
1997.045,es,"Cathet
&
antonio marí ribas
8-22 julio 1972 inauguracion 7 de la tarde
GALERIA CARL VAN DER VOORT PLAZA TUR PALAU 13 IBIZA",0.042,1.002,0.15881458966565348,0.9726443768996961,42,1002,209,1280
1997.045,,Cathet,0.583,0.867,0.1595744680851064,0.1945288753799392,583,867,210,256
1997.045,,&,0.965,1.001,0.30547112462006076,0.331306990881459,965,1001,402,436
1997.045,,antonio,0.049,0.415,0.8556231003039514,0.9171732522796353,49,415,1126,1207
1997.045,,marí,0.452,0.681,0.8556231003039514,0.9171732522796353,452,681,1126,1207
1997.045,,ribas,0.706,0.962,0.8556231003039514,0.9171732522796353,706,962,1126,1207
1997.045,,8-22,0.254,0.309,0.9376899696048632,0.9536474164133738,254,309,1234,1255
1997.045,,julio,0.317,0.365,0.9376899696048632,0.9536474164133738,317,365,1234,1255
1997.045,,1972,0.376,0.417,0.9376899696048632,0.9536474164133738,376,417,1234,1255
1997.045,,inauguracion,0.444,0.586,0.9376899696048632,0.9536474164133738,444,586,1234,1255
1997.045,,7,0.602,0.613,0.9376899696048632,0.9536474164133738,602,613,1234,1255
1997.045,,de,0.619,0.644,0.9376899696048632,0.9536474164133738,619,644,1234,1255
1997.045,,la,0.652,0.67,0.9376899696048632,0.9536474164133738,652,670,1234,1255
1997.045,,tarde,0.675,0.735,0.9376899696048632,0.9536474164133738,675,735,1234,1255
1997.045,,GALERIA,0.042,0.177,0.9536474164133738,0.9726443768996961,42,177,1255,1280
1997.045,,CARL,0.195,0.278,0.9536474164133738,0.9726443768996961,195,278,1255,1280
1997.045,,VAN,0.287,0.35,0.9536474164133738,0.9726443768996961,287,350,1255,1280
1997.045,,DER,0.364,0.421,0.9536474164133738,0.9726443768996961,364,421,1255,1280
1997.045,,VOORT,0.428,0.534,0.9536474164133738,0.9726443768996961,428,534,1255,1280
1997.045,,PLAZA,0.547,0.652,0.9536474164133738,0.9726443768996961,547,652,1255,1280
1997.045,,TUR,0.661,0.726,0.9536474164133738,0.9726443768996961,661,726,1255,1280
1997.045,,PALAU,0.735,0.837,0.9536474164133738,0.9726443768996961,735,837,1255,1280
1997.045,,13,0.849,0.873,0.9536474164133738,0.9726443768996961,849,873,1255,1280
1997.045,,IBIZA,0.884,0.972,0.9536474164133738,0.9726443768996961,884,972,1255,1280
1997.046,es,"4
homenaje a
ANTONI MARI RIBAS
I semana cultural de ibiza 1-7 octubre 1974
galería carl van der voort plaza tur palau 13
●
Z
●",0.012,0.989,0.1386001386001386,0.9902979902979903,12,989,200,1429
1997.046,,4,0.369,0.378,0.7477477477477478,0.7553707553707554,369,378,1079,1090
1997.046,,homenaje,0.371,0.59,0.8156618156618156,0.8461538461538461,371,590,1177,1221
1997.046,,a,0.605,0.629,0.8177408177408177,0.8454608454608454,605,629,1180,1220
1997.046,,ANTONI,0.17,0.431,0.8579348579348579,0.8946638946638946,170,431,1238,1291
1997.046,,MARI,0.45,0.618,0.8579348579348579,0.8946638946638946,450,618,1238,1291
1997.046,,RIBAS,0.634,0.839,0.8579348579348579,0.8946638946638946,634,839,1238,1291
1997.046,,I,0.016,0.029,0.920997920997921,0.9480249480249481,16,29,1329,1368
1997.046,,semana,0.037,0.22,0.920997920997921,0.9480249480249481,37,220,1329,1368
1997.046,,cultural,0.237,0.411,0.920997920997921,0.9480249480249481,237,411,1329,1368
1997.046,,de,0.425,0.479,0.920997920997921,0.9480249480249481,425,479,1329,1368
1997.046,,ibiza,0.489,0.593,0.920997920997921,0.9480249480249481,489,593,1329,1368
1997.046,,1-7,0.622,0.691,0.920997920997921,0.9480249480249481,622,691,1329,1368
1997.046,,octubre,0.698,0.875,0.920997920997921,0.9480249480249481,698,875,1329,1368
1997.046,,1974,0.887,0.986,0.920997920997921,0.9480249480249481,887,986,1329,1368
1997.046,,galería,0.013,0.169,0.9563409563409564,0.9882189882189882,13,169,1380,1426
1997.046,,carl,0.186,0.272,0.9563409563409564,0.9882189882189882,186,272,1380,1426
1997.046,,van,0.28,0.358,0.9563409563409564,0.9882189882189882,280,358,1380,1426
1997.046,,der,0.368,0.443,0.9563409563409564,0.9882189882189882,368,443,1380,1426
1997.046,,voort,0.455,0.571,0.9563409563409564,0.9882189882189882,455,571,1380,1426
1997.046,,plaza,0.604,0.725,0.9563409563409564,0.9882189882189882,604,725,1380,1426
1997.046,,tur,0.736,0.803,0.9563409563409564,0.9882189882189882,736,803,1380,1426
1997.046,,palau,0.811,0.932,0.9563409563409564,0.9882189882189882,811,932,1380,1426
1997.046,,13,0.941,0.989,0.9563409563409564,0.9882189882189882,941,989,1380,1426
1997.046,,●,0.581,0.596,0.9695079695079695,0.9764379764379765,581,596,1399,1409
1997.046,,Z,0.882,0.979,0.1386001386001386,0.18433818433818433,882,979,200,266
1997.046,,●,0.605,0.617,0.9348579348579349,0.9404019404019404,605,617,1349,1357
1997.047,nl,"Puishers 77
pere puiggros 14-28 mayo 1977
galería carl van der voort. ibiza",0.128,0.946,0.7822853279242732,0.9181879648411089,128,946,1157,1358
1997.047,,Puishers,0.74,0.895,0.7849898580121704,0.8079783637592968,740,895,1161,1195
1997.047,,77,0.909,0.945,0.7883705206220419,0.8093306288032455,909,945,1166,1197
1997.047,,pere,0.13,0.233,0.8539553752535497,0.8837052062204191,130,233,1263,1307
1997.047,,puiggros,0.251,0.461,0.8526031102096011,0.881000676132522,251,461,1261,1303
1997.047,,14-28,0.492,0.633,0.8498985801217038,0.8789722785665991,492,633,1257,1300
1997.047,,mayo,0.641,0.766,0.847870182555781,0.8776200135226504,641,766,1254,1298
1997.047,,1977,0.774,0.877,0.8465179175118324,0.8755916159567275,774,877,1252,1295
1997.047,,galería,0.129,0.283,0.8843813387423936,0.9121027721433401,129,283,1308,1349
1997.047,,carl,0.299,0.386,0.8830290736984449,0.9107505070993914,299,386,1306,1347
1997.047,,van,0.393,0.475,0.8823529411764706,0.9100743745774171,393,475,1305,1346
1997.047,,der,0.484,0.563,0.881000676132522,0.9093982420554428,484,563,1303,1345
1997.047,,voort,0.572,0.695,0.8803245436105477,0.9080459770114943,572,695,1302,1343
1997.047,,.,0.72,0.735,0.8796484110885734,0.9080459770114943,720,735,1301,1343
1997.047,,ibiza,0.763,0.878,0.8789722785665991,0.9060175794455714,763,878,1300,1340
1997.048,es,"X
x
10/10
X
tur costa
22 mayo-12 junio'76 horas 11-2,6-9
Galería Carl van der Voort Ibiza
●",-0.008,1.005,0.06350314026517795,0.9979064898813678,-8,1005,91,1430
1997.048,,X,0.083,0.06,0.4200976971388695,0.44731332868108864,83,60,602,641
1997.048,,x,0.686,0.663,0.6064200976971389,0.6301465457083043,686,663,869,903
1997.048,,10/10,0.012,0.06,0.9874389392882066,0.9979064898813678,12,60,1415,1430
1997.048,,X,0.695,0.728,0.0642009769713887,0.08304256803907886,695,728,92,119
1997.048,,tur,0.001,0.364,0.7627355198883461,0.8611304954640614,1,364,1093,1234
1997.048,,costa,0.404,0.989,0.7627355198883461,0.8611304954640614,404,989,1093,1234
1997.048,,22,-0.007,0.067,0.9016050244242847,0.9406838799720866,-7,67,1292,1348
1997.048,,mayo,0.073,0.221,0.9002093510118633,0.939288206559665,73,221,1290,1346
1997.048,,-,0.233,0.251,0.8988136775994418,0.9385903698534543,233,251,1288,1345
1997.048,,12,0.261,0.325,0.8981158408932309,0.9378925331472435,261,325,1287,1344
1997.048,,junio'76,0.33,0.562,0.8974180041870202,0.9357990230286113,330,562,1286,1341
1997.048,,horas,0.598,0.767,0.895324494068388,0.933705512909979,598,767,1283,1338
1997.048,,"11-2,6-9",0.782,1.004,0.8932309839497558,0.9309141660851361,782,1004,1280,1334
