qid,label_en,author_string_uuid,author_string,author_string_ref1_hash,author_string_ref1_referenceUrl,author_string_ref1_retrieved_nodeId,author_string_ref1_retrieved_val,author_string_ref1_retrieved_prec
Q111637562,The Neural Correlates of Explicit Categorization,A7BE4AAC-56B2-48BF-9C66-9D8BD5162238,Marci A Flanery,564373028b354235fdfbe9c9799383c7092eb3d2,http://hdl.handle.net/1803/11804,10b8ba97-c6e8-4daa-ac6c-98d8d02ffc1d,2022-02-18T00:00:00Z,11
Q111637563,Exploiting Natural Characteristics of Pneumatic Servo-Actuation Through Multi-Input Control,08676E4A-189B-4ED1-A847-5E0AAF41DF03,Xiangrong Shen,283059e2ac71e7187edb2b09f04548d792417252,http://hdl.handle.net/1803/11805,ad5fc913-1c8b-4513-a5ef-9462540324cb,2022-02-18T00:00:00Z,11
Q111637564,Dissociation of spatial visual attention and saccade preparation in macaque frontal eye field,5F2350CA-CDEE-48AC-86DD-62997714DE85,Michael William Mebane,d67da4977ca355ac4f987e015e756d1f08346b69,http://hdl.handle.net/1803/11806,33e21ab2-041f-44fa-81a4-f8ef4e6281a7,2022-02-18T00:00:00Z,11
Q111637565,"Physical immobilization of photosystem I (PSI) at self-assembled monolayers on gold: directed adsorption, electron transfer, and biomimetic entrapment",7A99DC66-71CF-407D-9FC6-872E2C6777FA,Helen Anne Kincaid,bace115f6ff4eb7d27fcc5cdcc9bab5c0202ec44,http://hdl.handle.net/1803/11807,bb423ce1-fbb3-4f57-9787-ff0d5aefd7e8,2022-02-18T00:00:00Z,11
Q111637567,Day-to-day dynamics and system reliability in urban traffic networks,FECE46F4-8E61-4FF7-949D-66A717F0A8FF,Zhiyong Guo,e6e9793be69b70146e8b06bde092cd34a90dfb6a,http://hdl.handle.net/1803/11808,984c6b9b-87fe-4006-8343-cefe6778896d,2022-02-18T00:00:00Z,11
Q111637569,"Reflected self-esteem, identity, and mental health in adolescence",8A857B1E-3628-4951-848D-F06DDB4348B0,Ranae Jo Evenson,7925ca2cf23421f9e5a9105426d43b288794632e,http://hdl.handle.net/1803/11809,9ce08219-a1ed-45dd-9aed-5baf02de6f26,2022-02-18T00:00:00Z,11
Q111637570,The Leviathan in the Original Position: The Unacknowledged Influence of Thomas Hobbes on the Social Contract of John Rawls,9C70FDF9-0B74-4615-B06C-0F7BBFCE09A4,Christopher David DeSante,24a2556cdbf4b80aa420b7fa9dff9f6041c764b1,http://hdl.handle.net/1803/11810,ef7242f8-8533-486a-9ace-5ef34de56edb,2022-02-18T00:00:00Z,11
Q111637571,"Stress, pain, and mood in adolescents with sickle cell disease",EB9C674F-BFE9-47AC-B32D-039DD58A7CCC,Amber Lynette Daigre,522d5f3849ca446ba68fe3837e32421300d349a3,http://hdl.handle.net/1803/11811,12978b6d-e7e2-42bb-bd75-24fa7fa2c5bf,2022-02-18T00:00:00Z,11
Q111637572,An Analysis of Celestial Omina in the Light of Mesopotamian Cosmology and Mythos,9E3469D7-9746-4604-BA05-46F46D760BBF,Robert Jonathan Taylor,036f0f5e472031329d54a3075b0f2b1195bb1789,http://hdl.handle.net/1803/11812,f26460cb-1cf1-4b1d-8c61-93801680bb2d,2022-02-18T00:00:00Z,11
Q111637574,"Subject, Normativity, World",1B3D0B6E-E504-4A6F-983F-951BF06BEA36,Stefan Eric Bird-Pollan,f6cbb79e9237682d02fecbc83178d5ad0edb0a3a,http://hdl.handle.net/1803/11814,4f4fb169-138b-41d4-8a68-37362dfea52a,2022-02-18T00:00:00Z,11
Q111637575,Before Joan of Arc: Gender Identity and Heroism in Ancient Mesopotamian Birth Rituals,330F0B01-BD03-4A18-860A-8DAF4F3DE90B,Meredith Burke Hammons,ffc1e9479465a6f76742e2c37cba450a12fbb815,http://hdl.handle.net/1803/11815,5723a704-54b0-428b-8ab2-48e5fa773f18,2022-02-18T00:00:00Z,11
Q111637576,Measuring Transverse Relaxation in Myocardial Tissue with 3T Magnetic Resonance Imaging,DE32BB85-1CB2-4106-A0E8-21BC4FD75B94,Jared Guthrie Cobb,e03d93e22f9c1fd7a7f5034ea14f79670077d81d,http://hdl.handle.net/1803/11816,01cde4b4-6c38-49c1-b8d5-ddb0498f9176,2022-02-18T00:00:00Z,11
Q111637577,The Effects of Group Size on Reading Outcomes of Identified Nonresponders,A80667B0-15A5-4532-8E52-257BF9FCF6E6,Caresa Lynn Young,29ef3c3d07f303ef98740ca3ae9a0ca0ad4ae2c2,http://hdl.handle.net/1803/11817,79851fa2-1a75-4b70-a3fb-a8a203d775bd,2022-02-18T00:00:00Z,11
Q111637578,Infrared neural stimulation of thalamocortical brain slices in vitro,47876F62-B50B-4712-B5C4-69036F2C1A8D,Jonathan Matthew Cayce,786c2b2ea12c364ba66183c3ca923f496b89d829,http://hdl.handle.net/1803/11818,e52af938-d023-46d8-9102-419b552f4f5f,2022-02-18T00:00:00Z,11
Q111637580,"'That Mystic Cloud':  Civil War Memory in the Tennessee Heartland, 1865-1920",F681C89A-45AB-4D14-9ACA-81A299BC5FCC,Edward John Harcourt,dd8e7f9e97ab464b23e61f1dfb582a1b0a90b7f7,http://hdl.handle.net/1803/11820,f49d26b2-1944-42f6-b634-24fe0f086ed2,2022-02-18T00:00:00Z,11
Q111637581,Inositol hexakisphosphate and Gle1P direct mRNA export by spatially regulating the dead-box protein Dbp5P at the nuclear pore complex,7D630ADE-B1FD-4B26-BE7E-02EB4B51DBD0,Abel Rodrigo Alcazar-Roman,30861e260ddb86fa06fb955c58088ffd62580817,http://hdl.handle.net/1803/11821,c2ec880b-833a-40da-9719-83f08a1e9cf3,2022-02-18T00:00:00Z,11
Q111637582,Transforming growth factor-beta1 activation and transforming growth factor-beta receptor 2 expression levels in the regulation of the TGF-beta signaling pathway,64204C9D-A344-45FA-A809-D68990DFAEC8,Andres Rojas,edc9707e767dc1c8bdb040937d491deb9f08a99e,http://hdl.handle.net/1803/11822,590bf977-36b2-4137-aae3-5173da43d507,2022-02-18T00:00:00Z,11
Q111637583,"Constructing ""Race"" Through Talk: A Micro-ethnographic investigation of discussions of ""race"" among African American secondary students",3D7153FD-11D5-43DA-9DD7-420C6EAA728F,Ayanna Fitima Brown,fdb95113a2f1fc1981036a2ef77be16bcb97762f,http://hdl.handle.net/1803/11823,11a1708f-d312-448f-84af-7c27cd60ba14,2022-02-18T00:00:00Z,11
Q111637584,Pro and anti tumorigenic effect of proteinases in intestinal tumorigenesis,FBDB8B62-4F51-4FB7-A568-72728B5DC8F8,Mark J Sinnamon,43f0bb76dffaadc53c593493b938cfe3890818fe,http://hdl.handle.net/1803/11824,8eb1241a-5d7a-487e-b3a8-22266587921e,2022-02-18T00:00:00Z,11
Q111637585,Coding of Natural Features by Neuronal Synchronization in Primary Visual Cortex,BB76BB5B-3DA8-4104-938C-C160EEB06474,Melanie Rebecca Bernard,18cd72dfbf314393aca30d0ee3c4ba1adb49339b,http://hdl.handle.net/1803/11825,7c18dcc8-93bc-4e94-8d08-5f271ac3626c,2022-02-18T00:00:00Z,11
Q111637586,Conflicting signals: How gaze and point cues influence infants' attention-following,74E3D924-8853-4A4E-A8A5-58D11024CC6E,Alison Greer Presmanes,74e2a7d8641e17befca3ff40ee45748fb33003fc,http://hdl.handle.net/1803/11826,3d050612-8d7e-49c9-aded-851ea6f10d2e,2022-02-18T00:00:00Z,11
Q111637588,"Study of spontaneous fission of 252Cf: structure of neutron-rich nuclei, gamma-ray angular correlation and g-factor measurements",96429FC6-0CE5-4D79-BA05-813099F1712C,Ke Li,18305741c1244c1f6e64848e6f534e5853cc3fcd,http://hdl.handle.net/1803/11827,04fc88b3-66bf-4513-95f0-e194ddee8cec,2022-02-18T00:00:00Z,11
Q111637589,Doing what you’ve got to do: the role of working conditions on musicians’ work behaviors,C6AD2AF5-2F83-41C5-A1EF-E40BE6CB1A11,Sarah Jane Glynn,6c71b89af7b73888179b31c0e62fc1075668a258,http://hdl.handle.net/1803/11828,f7905694-19ae-41d7-98c4-24fc406d8217,2022-02-18T00:00:00Z,11
Q111637591,On the nature of the sensory arrestins of the dipteran insects Anopheles gambiae and Drosophila melanogaster,FABF1C80-6309-4663-952C-36BC53DF2528,William Benjamin Walker,43020aae25094d3e03902f9263bc24927d01caa3,http://hdl.handle.net/1803/11830,b84d9f47-027d-43b6-8612-71106506342c,2022-02-18T00:00:00Z,11
Q111637592,AKT/IKKα/VAV1 signaling in endothelial cell survival and angiogenesis,106EB873-A2AB-4071-94FE-8C7B57DA1D8C,Laura M DeBusk,1a6c5ce65132230b399ee6dfd7a59853d893536d,http://hdl.handle.net/1803/11831,6680cc93-d9d4-4de6-a44f-bbb0aafd5cd0,2022-02-18T00:00:00Z,11
Q111637593,Radiation-induced charge trapping studies of advanced Si and SiC based MOS devices,A8D2D90F-6F0F-4455-80F5-CAF2AB11BA94,Sriram Kannan Dixit,30a445f5884290dfd2c195345df8c84227261be6,http://hdl.handle.net/1803/11832,dacf91fe-8bcd-40e4-846d-e2b38d2222e4,2022-02-18T00:00:00Z,11
Q111637594,Regulation of the neuronal K+-Cl- cotransporter KCC2 by protein associated with MYC,11C546F5-81CD-4C95-9B96-BC3A6CBC5B52,Nicole Jodela Garbarini,21dc69db2f850c5f7e0ae81f6f6f3f2a5b3459f1,http://hdl.handle.net/1803/11833,a912ab50-f706-4321-924a-a06713b9e703,2022-02-18T00:00:00Z,11
Q111637595,"Fast days and faction: the struggle for reformation, order, and unity in England 1558 – c.1640",35CE7DD4-80B4-4C14-A929-8D17C0F7D781,Thomas Cornell Doumaux,3aaba018bf04626542ecbf1b6e41086836310af1,http://hdl.handle.net/1803/11834,e332d236-613d-420b-85bb-9932eae0f629,2022-02-18T00:00:00Z,11
Q111637596,Behavioral ecology of Neochlamisus leaf beetles: the role of fecal cases and associated traits,164F914D-50BE-4550-8E0F-617B3B5CF7F8,Christopher Glen Brown,25b09aa0c79132d7d6756d738bfe25a69f1b9a80,http://hdl.handle.net/1803/11835,8e8781e4-3489-45bb-802c-0b89a5d23364,2022-02-18T00:00:00Z,11
Q111637597,Czeslaw Milosz in Transition,62F11A45-EBC0-4F4D-847B-C3AD3DCD41CA,Joanna Maria Mazurska,a254eff8ecd19b6c69c2e49d9bf81c70fc05afff,http://hdl.handle.net/1803/11836,42effa49-3e03-47f7-bfdf-e49fc2acb5fc,2022-02-18T00:00:00Z,11
Q111637598,Representing Maternity in Philosophy,ABCE9F44-2261-463E-B952-93BEF7E406B0,Robin Alexandra Ambrose,cc170c2c69db2aca669e4bb6ebd6e7b2a1c85451,http://hdl.handle.net/1803/11837,911825c6-eec2-46a9-a635-90d11b6d8f79,2022-02-18T00:00:00Z,11
Q111637599,"Borderlands in transition: Acadian immigration and British merchant networks in Louisiana, 1765-1790.",1F08243B-1ACF-486B-A66F-938C3D97186E,Frances Bailey Kolb,0c58c879db65a0751fe21057117087e7d79c491c,http://hdl.handle.net/1803/11838,66614cd8-b7d0-4ed8-84ed-c8d924963d45,2022-02-18T00:00:00Z,11
Q111637602,M1 and M4 Muscarinic Acetylcholine Receptor Regulation of Neurotransmission and Cell Excitability in Rodent Hippocampus and Prefrontal Cortex,9B091ECA-B1FB-4F04-895A-3597D7252DDA,Jana Kristin Shirey-Rice,bec8f182c30d4e3f6a89a54650199b6a8881b2dc,http://hdl.handle.net/1803/11840,c7782cd0-0269-40d1-b9b7-fd3035d2287b,2022-02-18T00:00:00Z,11
Q111637603,Water Over the Bridge: Examining Transnational Municipal Networks of American and Canadian Local Governments in the Context of Canada-U.S. Bilateral Environmental Relations within the Great Lakes Basin,C104F262-C865-4FBA-80B8-B7CA1DC4E492,Ireneusz W Kusmierczyk,288f2c58816f9ed516646ef9fdfd4deeee5b7c61,http://hdl.handle.net/1803/11841,6f022ea3-6a36-45fa-bff2-83ad701bf2b6,2022-02-18T00:00:00Z,11
Q111637604,Community Context and Implementation of Systems of Care,8528D265-DD14-41BE-A9C3-DB8760BD669A,Laurel Marie Lunn,fd2d1a43ee0f6c1fb7b7ab50a2fe25e3a186a38f,http://hdl.handle.net/1803/11842,2e80bd87-853d-48eb-af01-e7d9900fef04,2022-02-18T00:00:00Z,11
Q111637605,Modulation of GABAA receptor function by PKA and PKC protein phosphorylation,E2DE5E1C-A1F3-47F7-85F6-5930597957AC,Xin Tang,0aca0a6642a80fa79ede2e0839ca8cd8d952e8c4,http://hdl.handle.net/1803/11843,d95694a2-cd0a-4e54-a6da-cba7c6b76860,2022-02-18T00:00:00Z,11
Q111637606,Welfare reform and infant health: the impact of mandatory maternal employment,46B28399-08C6-49E1-A832-4912A7967105,Karla Suzanne Bartholomew,d3de16264fbb6be5a872b157870821ff033b1ccb,http://hdl.handle.net/1803/11844,60ffcf79-16cb-4a62-80ed-212b82f730cb,2022-02-18T00:00:00Z,11
Q111637607,"The effect of shallow trench isolation (STI) topology, sidewall doping and layout-related stress on radiation-induced leakage current",81570199-F58C-44A9-9849-8FC5844E958C,Nadia Rezzak,e735d31a955e3f2fca4d959319432047d7a0f945,http://hdl.handle.net/1803/11845,d0fc754a-26c0-4dfa-9342-5979a2f11f5e,2022-02-18T00:00:00Z,11
Q111637609,The Role of Magnetic Fields in the Pre-Main Sequence Evolution of Solar Type Stars,FC2AF813-AA76-48D8-8BD3-2E6853CA4FEC,Alicia N Aarnio,6d01e75023a6cbcd22094c4cc422ead8abd529b4,http://hdl.handle.net/1803/11846,c3d536c5-4d8c-4c20-b2ca-012c93e9691d,2022-02-18T00:00:00Z,11
Q111637610,Radical Democracy or Symptomatic Closure: An Immanent Critique of Chantal Mouffe's Agonism,E4F56548-397B-41B9-852A-5666CF6681B5,Jens Frederiksen,6790274dfbdf1b2030820fc1f05c9562f5eaeb28,http://hdl.handle.net/1803/11847,4a54c1f1-99c0-46fe-aa11-44a94bba2d54,2022-02-18T00:00:00Z,11
Q111637611,"A Phosphor-based Light-emitting Diode
Using White-light Cadmium Selenide Nanocrystals",F6CDA127-B31F-464D-8175-8B122F39F48A,Jonathan David Gosnell,149f0d87974ee9483c8091a1336a423204f6887a,http://hdl.handle.net/1803/11848,0a0a561d-4b6b-473f-adf1-46d54eaf3c43,2022-02-18T00:00:00Z,11
Q111637612,Sonic hedgehog signaling in brain development and diseases,4BE864CC-52D6-4F85-A502-8E786DDDEA95,Xi Huang,fceffbebfd7c0bc7cb31fe208816435353fb3611,http://hdl.handle.net/1803/11849,4575296a-5658-4a62-8695-96f34cf08c26,2022-02-18T00:00:00Z,11
Q111637613,"Veja and Brazilian Race Relations

The Gazeta da Tarde and the Case of Tira-Couro",69BD2C0E-BD7C-4935-8027-19880ACA6CDB,Nicolette Marie Wilhide,d95120c8b6e9f05ab0fb62ff281f6601ce622482,http://hdl.handle.net/1803/11850,9a27c28e-7b7a-47fd-bd7c-6c11e7b4f715,2022-02-18T00:00:00Z,11
Q111637614,A Pneumatology of Christian Knowledge: The Holy Spirit and the Performance of the Mystery of God in Augustine and Barth,9AFA30F0-7F8A-47D4-83B6-9954BFCA68D2,Travis Evan Ables,d7a8c26c88903153eeed8f92fe5d115f73d3b87e,http://hdl.handle.net/1803/11851,671a9515-d52d-40eb-a8d1-5b479e7e615b,2022-02-18T00:00:00Z,11
Q111637615,Has No Child Left Behind Enhanced School Efficiency,BC90A69B-EC9A-4D81-8A47-50DA3441E7FA,Meisha Fang,2c492599bbe76986fb0a691c2adc32a75fe67807,http://hdl.handle.net/1803/11852,9d631aff-ecda-4185-b92b-60b8055d8d89,2022-02-18T00:00:00Z,11
Q111637617,"Social Capital, Migration, and Educational Opportunities in the Urban Chinese Context",024F923F-4654-45B6-A792-2170E3BFBD8C,Neal Andrew Palmer,628de1add040d16c93e2b855f9c6831d7c6dd0a1,http://hdl.handle.net/1803/11853,c1e2dcfe-9eba-413b-abc3-d7d42c863ea3,2022-02-18T00:00:00Z,11
Q111637618,The Activities and Rhetoric of Protestant Missions,0E1F7050-E685-4F9A-AF13-DBBAF4829CBA,Ansley Lillian Quiros,1140a4b4662f6c36676de2d3b494d5a9c1c3580e,http://hdl.handle.net/1803/11854,6a5ab145-f24c-42c6-bc3b-e5b505c10498,2022-02-18T00:00:00Z,11
Q111637619,Intellectual in Flux: the Development of Liberal Catholic Thought in Alceu Amoroso Lima,0C2E0FF7-0244-4561-9C64-9BE7FB68F1FA,Laura E Delgado,344468a877b2691a4097e978a5dad130ec0bdb59,http://hdl.handle.net/1803/11855,6dc9e87e-b4d2-41d2-abcd-cad249a01f99,2022-02-18T00:00:00Z,11
Q111637620,"Cognitive Vulnerabilities, Negative Life Events, and Depressive Symptoms in Young Adolescents",8C4C4C90-C481-44BB-BC69-EA68D7BDA401,Cara Suzanne Calloway,02b9be08b47611b6c41a9ac920bfb978a09081fc,http://hdl.handle.net/1803/11856,c3ebefa2-eb33-4008-b51f-9e638fdd8d86,2022-02-18T00:00:00Z,11
Q111637621,Global Sensor Web Coordination and Control Using Multi-agent Systems,7D5FE102-02F2-49AA-881F-2D13BB3DC39B,John S Kinnebrew,1ba89af6b51271e06273064e01809619fa462d42,http://hdl.handle.net/1803/11857,2f0837b2-6dd0-4e30-8bea-edfac6f06a47,2022-02-18T00:00:00Z,11
Q111637622,Writing and rebellion in Plácido’s poetry,068A46AF-AC17-4A4B-A078-7FC61DDDE344,Jackie Vernon Willey,83a58aa88021c842bd236ba1f2f5670b4fa81ea6,http://hdl.handle.net/1803/11858,21b1000d-882f-40e7-8d92-d1ae5d40684a,2022-02-18T00:00:00Z,11
Q111637623,"Culture, nation and imperialism: ISEB and U.S. cultural influence in cold-war Brazil and Joaquim Nabuco, British abolitionists and the case of Morro Velho",E2420409-0316-4A5F-BAA5-1EFD17E92B05,Courtney Jeanette Campbell,04528e3a156ab7cadbda5d8764b034c06d221b51,http://hdl.handle.net/1803/11859,b2c738b4-432d-4c30-99ec-76bdac28d1b1,2022-02-18T00:00:00Z,11
Q111637625,Essays on intragenerational and intergenerational inequalities in the social security program and their implications,06D18F07-58D0-422F-B0EB-934906151BD7,Kakhramon Akhmedovich Yusupov,4b4a6fdf14c6c2b5d9b74a0dc53c0e89f23dd29b,http://hdl.handle.net/1803/11860,17eb7be6-cf88-4edb-acf0-2c5dcad6626b,2022-02-18T00:00:00Z,11
Q111637627,Comparison and assessment of semiautomatic image segmentation in computed tomography scans of the kidney.,D4B179FD-57DA-401A-873E-2609BFDBBECF,Courtenay Locke Glisson,2ec6994a7f11cfb29a68964f09cc8592e4d3bcdf,http://hdl.handle.net/1803/11862,069985db-489f-432a-bd61-4647bb7bfe03,2022-02-18T00:00:00Z,11
Q111637628,Building power beyond the local scale: An examination of interorganizational collaboration among faith-based community organizing groups,1EA638D0-B37E-4DF1-B7B1-7796D4C05FBD,Eric Anthony Tesdahl,5ca5806acf8b84aa88a9a0d7b6546dcb95dd006c,http://hdl.handle.net/1803/11863,82292f3b-9df2-43fc-9809-e68269c904dd,2022-02-18T00:00:00Z,11
Q111637630,"Crisis and Repair in Intercultural Relationships: A Theological, Psychological, and Postcolonial Analysis",A4362680-B198-4643-BEAB-0D31EBDDCDC8,Melinda Ann McGarrah Sharp,53b355b4d68819778a00c39d7bec1b73b2c8174c,http://hdl.handle.net/1803/11864,23230e71-d22e-4b99-b1e8-f55ecb3f8fe0,2022-02-18T00:00:00Z,11
Q111637631,Kinetic Determinants of GABA-A Receptor Function,D793832C-6859-469D-BF54-983064002A28,Emmanuel John Botzolakis,106d5669a1226fa23727ef8cef1ff17758e369c7,http://hdl.handle.net/1803/11865,5db9ee4b-094f-4524-a7bf-5685d959afa2,2022-02-18T00:00:00Z,11
Q111637632,"Radiation-hardened-by-design (RHBD) delay locked loops (DLLS): single event transient analysis, simulation, and hardening",B089DC06-F422-4BB1-B89A-59D6D954C103,Pierre Maillard,b9a26d67495f267a1b6209a686fc171de344bfdd,http://hdl.handle.net/1803/11866,c3b1921f-a450-437d-b506-74423eec62bd,2022-02-18T00:00:00Z,11
Q111637634,Automatic generation of boundary conditions using demons non-rigid image registration for use in 3D modality-independent elastography.,B882EA0C-2826-42D0-9285-C32A832BF18F,Thomas Steven Pheiffer,abab53b18a56e0442491d8dc886d31cbe66f8838,http://hdl.handle.net/1803/11867,5bb3f8e6-9af7-4657-b40c-e2a38a14599f,2022-02-18T00:00:00Z,11
Q111637635,Model based control design and integration of automotive cyber-physical systems,8A4EB9DD-A723-4CD2-A54B-D6B52E7167F8,Di Shang,785272f7c4662d90475b19876724e73dcba3e50d,http://hdl.handle.net/1803/11868,a267b677-89d6-4a1a-8ee7-6f5146ae5123,2022-02-18T00:00:00Z,11
Q111637636,Charge Collection Mechanisms in Silicon Devices During High-Level Carrier Generation Events,E11FF1FA-9D05-4325-A34B-433F241DFD1E,Nicholas C Hooten,1b765cd9d53d64c3df15a6ce0ccfe0c32aaba7e9,http://hdl.handle.net/1803/11869,8d028567-f45d-46b4-8e40-4002154bbc80,2022-02-18T00:00:00Z,11
Q111637637,Peptide-functionalized Polymers Regulating Angiogenesis and Inflammation in Peripheral Artery Disease,29686077-EFD7-4386-B6A3-F09314DC2AB0,Angela Laurie Zachman,127dc7217c02ed2cba98b0c5e92dd86865ff517c,http://hdl.handle.net/1803/11870,2f25e855-d48d-4038-a67a-bc6ee41cb56c,2022-02-18T00:00:00Z,11
Q111637638,Under the Shade of Hopelessness: Future Orientation and Black Middle Class Youth,2D71AECA-FBBF-4730-B893-B2B212E84EBC,Kristin Anita Hill,0f2f2d2a85bbfaffd26953f691622c7661e6fb0c,http://hdl.handle.net/1803/11871,bdab4a74-9976-4b52-bc0c-10fe2809b017,2022-02-18T00:00:00Z,11
Q111637639,Mapping Developmental Mechanics in Drosophila melanogaster with Segmentation and Force Inference,15565722-8AD8-4FDA-B8E2-6EE0C5368493,David Nicholas Mashburn,aa7daf0a41e8eff3dab4ce055226e0cc661a849f,http://hdl.handle.net/1803/11872,ea7d719c-c8ca-4a4f-91e8-13f16dfcf089,2022-02-18T00:00:00Z,11
Q111637640,Therapeutic inhibition of the Wnt signaling pathway to promote regenerative repair of tissue injury,E0FD312C-E404-48AD-9C99-54FE7103334E,Dikshya Bastakoty,9e84c7375809d786bf1db07afb3f191e334359f1,http://hdl.handle.net/1803/11873,48b7dfb9-58c2-494f-94f4-adb407d4bd92,2022-02-18T00:00:00Z,11
Q111637642,Individual Differences in Children’s Coping: The Independent and Interactive Roles of Coping Socialization and Parenting Behaviors in Families With and Without a History of Maternal Depression,CC86F157-2AFD-4C36-8BBE-04B588C31F85,Kelly Haker Watson,0f4f0f3f2169b7176d1730b27669aa2bf90c4429,http://hdl.handle.net/1803/11874,ca526c87-994c-48b7-a60b-e4e931f2e1c1,2022-02-18T00:00:00Z,11
Q111637643,Empirical Estimation of Intra-Voxel Structure with Persistent Angular Structure and Q-ball Models of Diffusion Weighted MRI,C5EB3032-4771-4861-85CF-F83D2DDC3BC2,Vishwesh Nath,8e5e5787b1483f204e0c075bbc2178b2581bac02,http://hdl.handle.net/1803/11875,b170d4a9-e7d7-45c9-b962-1f6f23c2cbf3,2022-02-18T00:00:00Z,11
Q111637644,Expression of Dub-1 and Dub-2 and analysis of a role for deubiquitination in the regulation of nuclear factor-kappa B,4AD8C480-536E-4E4A-9167-86A7FF07EE62,William David Strayhorn,84ad63a6c7c4ab4a2eabb6c5b4d1b21e135252eb,http://hdl.handle.net/1803/11876,b28497ec-76df-4dac-9809-94b0d77b7cf1,2022-02-18T00:00:00Z,11
Q111637645,Sensory integration with articulated motion on a humanoid robot,59005323-1DB7-4CF6-9774-F61F1EC6AFEC,Juan Luis Rojas,b718f279e3a8e22cb50b5720a680ec3fbdc8b649,http://hdl.handle.net/1803/11877,7ff66aee-bea8-47c1-afa5-170c9e428d40,2022-02-18T00:00:00Z,11
Q111637647,Leaching from Granular Waste Materials Used in Highway Infrastructures during Infiltration Coupled with Freezing and Thawing,AA408A47-B7A7-4BFF-9576-CE9147D911DF,Mary Katherine White,3696f7d5511cd185f658ecd25c77c42e6767fa57,http://hdl.handle.net/1803/11879,cf8e21ef-1589-4b4c-b6ff-258c5d8c27be,2022-02-18T00:00:00Z,11
Q111637648,Object Recognition using Fuzzy Membership Function Rules,37F1F8D2-A849-4F3E-A755-1C48A51F707A,Jonathan Edward Hunter,4c9ed3c3347ca2f96e1a1337cda9e2d9f6bd241a,http://hdl.handle.net/1803/11880,8c3b79e9-7cd7-4df0-8aa8-51637da98b02,2022-02-18T00:00:00Z,11
Q111637650,Effect of plant root intrusion on the water balance of landfill cover systems,DE4B43A6-A086-4285-B5E6-09FACA844BD3,Linda Leeann Williams,386a75989d9316d30d4799bb21a6d532660459da,http://hdl.handle.net/1803/11881,9720bd97-9212-4705-a135-6ff7d4c975e9,2022-02-18T00:00:00Z,11
Q111637652,"Impaired Cognitive Flexibility and Intact Cognitive Control in Autism:
A Computational Cognitive Neuroscience Approach",4FF09A9B-51D2-4A83-A01F-33DFBC6D4953,Trenton Edward Kriete,a4d7fd16e6102b72b90c995907abb2f29519551b,http://hdl.handle.net/1803/11882,9684e499-9f4f-4703-b8eb-df39367cf76d,2022-02-18T00:00:00Z,11
Q111637654,Money and finance in dynamic models with search for informational frictions,08C2376C-ABBF-456B-BCB1-E38B536A4D49,Jun Zhang,fa2f1b139278b867588dccf606bb75a6f742e8e5,http://hdl.handle.net/1803/11883,b37f2961-d821-430f-b840-2c395b6c0b21,2022-02-18T00:00:00Z,11
Q111637656,"Loss of p120ctn : its effect on cadherin levels, development, and tumor progression",444F290A-9DEC-4BED-BE84-F8EB60F9AEF2,Michael Alan Davis,121fc92160d61e3e004e074a8fa4f466e726f97d,http://hdl.handle.net/1803/11884,75e8d876-33a1-4e31-828e-d682128c083c,2022-02-18T00:00:00Z,11
Q111637657,Information technology implementation: what works and what does not,3A94F610-9F13-4FDA-BB8E-9CF6ACC477EA,Kristina N Statnikova,5e9fa17999d96c64af3d2c9a30af4d7448c98c22,http://hdl.handle.net/1803/11885,ccb476e3-1c54-4d1a-9a9e-7af222bb2316,2022-02-18T00:00:00Z,11
Q111637658,Assessment of Hyperphagic Behavior in Prader-Willi Syndrome,6FD09EF9-9576-43E9-9CB2-6A3C971DE9D7,Melissa A Maxwell,c13838d9be57ae11d916af80ea8004215551ec35,http://hdl.handle.net/1803/11886,d1abb17b-168f-4162-8275-434c27f497a2,2022-02-18T00:00:00Z,11
Q111637659,Constraint Programming Approach to the TAEMS Scheduling Problem,BCA4A604-3E07-462D-978A-915C28D9F546,Soumita Datta,0d8ac538f68413aa545a3a7fb58643e81e30d8e5,http://hdl.handle.net/1803/11887,1a6997dc-b4c4-4399-b868-f5c14726e5a9,2022-02-18T00:00:00Z,11
Q111637660,Positive and negative regulaton of pattern formation during Xenopus embryogenesis,618697D8-BBCF-4915-BFE6-3BED10E562D7,Young Ryun Cha,5b8357a6c66d09a13faace3c0bce8688fa0800f5,http://hdl.handle.net/1803/11888,021e9264-d215-4a23-b7b5-b6743013837b,2022-02-18T00:00:00Z,11
Q111637662,Democracy and education in a white suburban high school: an ethnography,4405A20B-0464-4ACD-87A3-9904EC86430B,Christine Marie Stenson,4ecaf62c3ada549ec579edc0a5915d8a87142f90,http://hdl.handle.net/1803/11889,cf093fb4-b7fb-41ca-889c-d7ffde12ec83,2022-02-18T00:00:00Z,11
Q111637663,Three Essays in Economic History,1FD527D7-2088-4053-B5D6-866A4CF38DDE,Tomas Cvrcek,bdcca5215e8c7a5e290bb16d7df96b5305c1c463,http://hdl.handle.net/1803/11890,c85dc392-2dbd-4cd8-83ad-794c73906891,2022-02-18T00:00:00Z,11
