qid,label_en,editor_uuid,editor,editor_series_ordinal,editor_stated_as,editor_ref1_hash,editor_ref1_referenceUrl,editor_ref1_retrieved_nodeId,editor_ref1_retrieved_val,editor_ref1_retrieved_prec
Q111731387,God,336412F4-5B22-4E8A-96AA-372D77FD79EC,Q83432379,1,Ellen T. Armour,ebf69a5b78ca30889f743c56fb8d91cfefb2f56f,http://doi.org/10.2307/J.CTV1HQDHMW.6,56f2f741-cb03-4f83-aa4d-7c7e95dcf2d8,2022-04-26T00:00:00Z,11
Q111731387,God,7B1A17E8-47E7-48E1-A50F-5A191868262C,Q92222709,2,Paul E. Capetz,ebf69a5b78ca30889f743c56fb8d91cfefb2f56f,http://doi.org/10.2307/J.CTV1HQDHMW.6,5b3361ac-f5ec-4072-a230-d8b0167286cf,2022-04-26T00:00:00Z,11
Q111731387,God,64DB0670-DADE-4CCA-94EE-FE978A2E7D77,Q5292723,3,Don H. Compier,ebf69a5b78ca30889f743c56fb8d91cfefb2f56f,http://doi.org/10.2307/J.CTV1HQDHMW.6,54a323b9-bf43-4241-9db1-97659312bb2d,2022-04-26T00:00:00Z,11
Q111731387,God,C97F3812-1A0B-43B5-A792-F5A18334CD91,Q64009487,4,Laurel C. Schneider,ebf69a5b78ca30889f743c56fb8d91cfefb2f56f,http://doi.org/10.2307/J.CTV1HQDHMW.6,9bc8d210-e7df-40c3-83bb-a717d5469a93,2022-04-26T00:00:00Z,11
Q111731393,Jesus Christ,9A099E52-7503-4839-8666-996E7375E58E,Q27643173,4,Joerg Rieger,26407da8b1d1a97a76a2bb94335913d9712621c7,http://doi.org/10.2307/J.CTV1HQDHMW.9,7c374665-04c9-44c4-ae1c-71c8bdd10466,2022-04-26T00:00:00Z,11
Q111731383,,B75BE98C-0B7E-4A06-A4D6-D27249BAC77D,Q93241981,1,Brad E. Kelle,1c702f514d33e7e6f1fc82f12d9ef44b22475600,https://doi.org/10.1093/OXFORDHB/9780190261160.013.38,56377644-1e78-464c-8a28-a0304c02b409,2022-04-26T00:00:00Z,11
Q111731383,,DE3F1D05-DF2B-40C4-B414-118D939A2D7B,Q93237708,2,Brent A. Strawn,1c702f514d33e7e6f1fc82f12d9ef44b22475600,https://doi.org/10.1093/OXFORDHB/9780190261160.013.38,2bd5ca91-5022-4fb2-8333-0b875f1c14fa,2022-04-26T00:00:00Z,11
Q111731393,,DB171601-902E-4C1D-9B8A-5484E276C4F6,Q107266742,1,Karen Baker-Fletcher,3fc763b78709ab702d556db6387fbe63dd5dfa3e,https://doi.org/10.2307/J.CTV1HQDHMW.9,2cd676db-2156-46bb-9532-d420693963cb,2022-04-26T00:00:00Z,11
Q111731407,,437F1BFE-CE08-4459-B648-23B6B2051B2D,Q6766521,1,Mark Allan Powell,f67113f92fbab86bcd7f3a78d2260f929d5c0a7d,https://doi.org/10.1017/CBO9780511627118.009,b6cf92bf-5b71-4eb2-85dc-ad688e2c2962,2022-04-26T00:00:00Z,11
Q111731410,,70B5D9D7-1024-4021-B4B5-EE84B5EA310D,Q95303541,2,Scott R. Swain,72199e8bfb1f18158453f111fcd928dc8eef7cb8,https://doi.org/10.1093/OXFORDHB/9780198723912.013.10,2430b013-a790-497f-930a-5b4120bd4eab,2022-04-26T00:00:00Z,11
Q111731410,,C8B8F10B-0AF8-45E3-A238-B8A8D57FF711,Q92602470,1,Michael Allen,72199e8bfb1f18158453f111fcd928dc8eef7cb8,https://doi.org/10.1093/OXFORDHB/9780198723912.013.10,3b5aa1be-10b0-485b-88f0-564cd148a62a,2022-04-26T00:00:00Z,11
Q111731417,,2E66A2EC-7C1B-404B-A36F-1F2BBC0393C8,Q42305783,1,R.S. Sugirtharajah,8eff1e5dfb8d1ae251ba5b1a3002961d7485d4af,https://doi.org/10.1093/OXFORDHB/9780190888459.013.27,e520d9ed-6e4c-4d4e-b5b7-c4360d954f68,2022-04-26T00:00:00Z,11
Q111731420,,61CAFCA6-B95F-4311-8EAD-345F9DA2D433,Q100329,2,Michael Welker,604d93da0caf26d9e8aea7c978a1ba518109c8f3,https://doi.org/10.1017/CBO9781107337695.010,2e2d04ee-4fef-40a6-b51c-49f7f25f898a,2022-04-26T00:00:00Z,11
