Title,Url,yes/no
Why cash remains sacred in American churches,http://theconversation.com/why-cash-remains-sacred-in-american-churches-79167,
Book Review of Shaker Fever: America's Twentieth-Century Fascination with a Communitarian Sect,https://doi.org/10.1093/jahist/jaac076,
Book Review of The Puritans : A Transatlantic History,https://readingreligion.org/9780691151397/the-puritans,
Cosmogony and order in the Hebrew tradition,,
The People Called: The Growth of Community in the Bible,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000562305&site=ehost-live,
Revelation through tradition,,
Canon and the history of tradition : a critique of Brevard S Childs' Introduction to the Old Testament as scripture,,
Jeremiah and the dimensions of the moral life,,
Wellhausen and the interpretation of Israel's literature,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000934419&site=ehost-live,
Secret system: a study in the chronology of the Old Testament,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000463263&site=ehost-live,
Prophet und Tradition: Versuch einer Problemstellung,,
"The understanding of ""Sitz im Leben"" in form criticism",,
Humanizing America's iconic book,,
Justice and the holy : essays in honor of Walter Harrelson,,
Rediscovering the traditions of Israel,,
"Law, power, and justice in ancient Israel",,
Tradition and Theology,,
James Barr,,
Tradition History,,
"Reflections on Archaeology, Historiography, and Ancient Israel: A Response to William G.  Dever",,
Politics and Biblical Scholarship in the United States,,
"Hebrews (pp. 273–74); Idols, Idolatry (pp. 297–98)",,
Foreword to the Reprint Edition,,
Erobring og okkupasjon: Krig ifølge Josvaboken,,
"Cosmology (pp. 175–76); Ethics in the Old Testament (pp. 267–70); Family (pp. 294–95);  Genre, Old Testament (pp. 322–23); Sources, Literary (pp. 852–53); Tradition in the Old  Testament (pp. 927–28)",,
Ancient Israelite Cosmology: Images and Evaluations,,
Perspectives on Aging and the Elderly in the Hebrew Bible,http://search.proquest.com/docview/1511966191/4B088B526287454APQ/5?accountid=14816,
James Barr 20 March 1924 · 14 October 2006,http://www.jstor.org.proxy.library.vanderbilt.edu/stable/40541593,
Tradition et Théologie dans l'Ancien Testament,,
Tradition and theology in the Old Testament,,
Academic freedom and the plight of German theological studies,,
Deuteronomy and the Deuteronomists,,
"Herrens bud- elitens interesser? Lov, makt og rettferdighet i Det gamle testamente",,
Village law and the book of the covenant,,
Whose agony? Whose ecstasy? The politics of Deuteronomic law,,
Joshua 22 and the ideology of space,,
The ethics of human life in the Hebrew Bible,,
Discovering Eve: Ancient Israelite Women in Context,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000605472&site=ehost-live,
"La création dans l'Orient ancien: Congrès de l'ACFEB, Lille (1985)",,
The social basis of morality and religion in ancient Israel,,
The Bible and the politics of exegesis : essays in honor of Norman K Gottwald on his sixty-fifth birthday,,
Har gammeltestamentlig tradisjonshistorie en fremtid?,,
Traditio-historical criticism: the development of the Covenant Code,,
Ethics,,
La révélation par la tradition,,
Tradition et  théologie,,
Editors' Preface,,
The Pentateuch,,
The Hebrew Bible and its modern interpreters,,
Rediscovering the traditions of Israel,,
"Rediscovering the traditions of Israel, rev ed",,
Academic Freedom and the Plight of German Theological Studies,,
"Oral Materials, Sources and Traditions",,
Sociology of Law,,
Studies in the Hebrew Bible / Old Testament in the Americas of the Twentieth Century,,
Political Rights and Powers in Monarchic Israel,,
Why study the Bible,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000777329&site=ehost-live,
The meaning of the Bible : what the Jewish scriptures and Christian Old Testament can teach us,,
"Let Justice Roll Down: The Old Testament, Ethics, and Christian Life/Review",https://journals.sagepub.com/doi/abs/10.1177/002096430004800107?journalCode=intc,
Feminist interpretation of the Bible,,
Paul and the Law,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000604011&site=ehost-live,
The Understanding Scribe: Matthew and the Apocalyptic Ideal,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000606417&site=ehost-live,
"Seventy Times Seven: Sin, Judgment, and Forgiveness in Matthew",,
Towards a Feminist Critical Reading of the Gospel according to Matthew,,
No Longer Be Silent: First Century Jewish Portraits of Biblical Women: Studies in Pseudo-Philo's Biblical Antiquities and Josephus's Jewish Antiquities,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000642625&site=ehost-live,
But SHE said: feminist practices of biblical interpretation,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000280479&site=ehost-live,
Women in late antiquity: pagan and Christian lifestyles,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000289601&site=ehost-live,
The New Moses: A Matthean Typology,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000301556&site=ehost-live,
Paul and Hellenism,,
Matthew's Christian-Jewish community,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000308908&site=ehost-live,
Matthew 1-13,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000314474&site=ehost-live,
The Jewish novel in the ancient world,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000325783&site=ehost-live,
Ruth: a commentary,,
The mystery of Romans: the Jewish context of Paul's letter,,
"Review of Luke, Judaism and the scholars: critical approaches to Luke-Acts",,
Jesus and the politics of interpretation,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001477217&site=ehost-live,
Putting Jesus in his place: a radical vision of household and kingdom,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001483250&site=ehost-live,
"Studies in exegesis: Christian critiques of Jewish law and Rabbinic responses, 70-300 C.E",http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001426835&site=ehost-live,
Brother Jesus: the Nazarene through Jewish eyes,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001538224&site=ehost-live,
Mary Magdalene understood,,
Matthew and his world: the gospel of the open Jewish Christians--studies in biblical theology,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001708681&site=ehost-live,
Contesting texts: Jews and Christians in conversation about the Bible,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001649749&site=ehost-live,
"Lazarus, Mary and Martha: social-scientific approaches to the Gospel of John",,
Jesus the Jew - InterfaithFamily,,
What Jews (and Christians Too) Should Know about the New Testament,https://www.baslibrary.org/biblical-archaeology-review/38/2/6,
Quo Vadis? Die Kirche und der Skandal des judische Jesus,,
"Christian Faith and the Study of the Historical Jesus: A Response to Bock, Keener, and Webb",,
What Do We Call Our Scripture?,,
Anti-Judaism in Christian Biblical Scholarship,,
Matthew and anti-Judaism,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001633411&site=ehost-live,
Misusing Jesus: how the church divorces Jesus from Judaism,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001552551&site=ehost-live,
"""To all the Gentiles"": a Jewish perspective on the Great Commission",http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001526609&site=ehost-live,
"The ""teaching of contempt"" and ecumenical publications",http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001562980&site=ehost-live,
"Mel Gibson, the scribes, and the Pharisees",http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001447375&site=ehost-live,
Acknowledging Jewish and Christian Differences,,
"What is fundamentalism, and how do we get rid of it?",http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001588483&site=ehost-live,
"Second Temple Judaism, Jesus and Women : Yeast of Eden",http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001025923&site=ehost-live,
Response by Levine,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000832353&site=ehost-live,
Jesus Who?,,
"Multiculturalism, Women's Studies, and Anti-Judaism",http://www.jstor.org.proxy.library.vanderbilt.edu/stable/25002467,
Is the New Testament Anti-Jewish?,,
"Jewish-Christian Relations from the 'Other Side': A Response to Webb, Lodahl, and White",,
Tobit: Teaching Jews How to Live in the Diaspora,https://www.librarything.com/work/12099961,
The Gospel of Matthew,,
The Book of Ruth,,
Yeshua: A Model for Moderns,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000595804&site=ehost-live,
Messianic Exegesis: Christological Interpretation of the Old Testament in Early Christianity,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000576550&site=ehost-live,
Who's catering the Q affair : Feminist observations on Q paraenesis,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000845369&site=ehost-live,
Character Construction and Community Formation in Judith,,
"The new interpreter's Bible, v 1: general articles on the Bible; general articles on the Old Testament; Genesis; Exodus; Leviticus",http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000326553&site=ehost-live,
Jewish Christianity reconsidered: rethinking ancient groups and texts,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001632319&site=ehost-live,
Pain and Polemic: Anti-Judaism in the Gospels,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000293450&site=ehost-live,
Un-christian responses to the Middle East,http://www.abc.net.au/religion/articles/2010/07/21/2959928.htm,
GUEST COMMENTARY: Still troubled after all these years,http://www.religionnews.com/2010/05/14/guest-commentary-still-troubled-after-all-these-years/,
Short stories by Jesus : the enigmatic parables of a controversial rabbi,,
The Jewish annotated New Testament : New Revised Standard Version Bible translation,,
The historical Jesus in context,,
The misunderstood Jew : the Church and the scandal of the Jewish Jesus,,
"The Social and Ethnic Dimensions of Matthean Salvation History: ""Go Nowhere Among the Gentiles"" (Matt. 10:5b)",,
The Halakah of Jesus of Nazareth according to the Gospel of Matthew,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000602196&site=ehost-live,
Israel's Law and the Church's Faith: Paul and His Recent Interpreters,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000604302&site=ehost-live,
Old Habits Die Hard: A Critique of Recent Christian Statements on Israel,http://www.jcrelations.net/Old_Habits_Die_Hard__A_Critique_of_Recent_Christian_Statements_on_Israel.3797.0.html,
"Gender, Judaism, and literature: unwelcome guests in household configurations",http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001372971&site=ehost-live,
Jew and Gentile in the ancient world: attitudes and interactions from Alexander to Justinian,,
The changing faces of Jesus,,
Women in Tobit,,
Hermeneutics of Suspicion,,
Sacrifice and Salvation: Otherness and Domestication in the book of Judith,,
Great Figures of the New Testament,https://www.thegreatcourses.com/courses/great-figures-of-the-new-testament.html,
Matthew,,
"Reconceiving Infertility: Biblical Perspectives on Procreation and Childlessness                                                    ,                                                             Reconceiving Infertility: Biblical Perspectives on Procreation and Childlessness",https://doi.org/10.1177/0021140016648628b,
With Friends Like David Klinghoffer...,,
"The new interpreter's Bible, v 1: general articles on the Bible; general articles on the Old Testament; Genesis; Exodus; Leviticus",http://proxy.library.vanderbilt.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000326553&site=ehost-live&scope=site,
"Telling ""Short Stories by Jesus"" – With Gratitude for the On-going Conversation",https://ejournals.bc.edu/ojs/index.php/scjr/article/view/9971,
"Reflections on Reflections: Jesus, Judaism, and Jewish-Christian Relations",https://ejournals.bc.edu/ojs/index.php/scjr/article/view/5179,
"E-book view of the file 11. Response to Michael Sandford: Palestinian Liberation Theology, Anti-Judaism, and Jewish-Christian Relations - Amy-Jill Levine",https://rap.relegere.org/rap/catalog/view/2/1/97-1,
Torah,,
Matthew's Portrayal of the Synagogue and its Leaders,,
81 different entries,,
29 different entries.,,
A Feminist Companion to Patristic Literature,http://www.bloomsbury.com/us/a-feminist-companion-to-patristic-literature-9780567045553/,
A Feminist Companion to the Apocalypse of John,http://www.bloomsbury.com/us/a-feminist-companion-to-the-apocalypse-of-john-9780826466518/,
A feminist companion to the New Testament Apocrypha,,
A feminist companion to the Deutero-Pauline epistles,"http://proxy.library.vanderbilt.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&scope=site&db=nlebk,e000xna&db=nlabk&AN=378490",
A feminist companion to the Catholic Epistles and Hebrews,,
A feminist companion to the Acts of the Apostles,,
A feminist companion to Paul,,
A feminist companion to Matthew,,
A feminist companion to Mark,,
A feminist companion to Mariology,,
A feminist companion to Luke,,
A feminist companion to John,,
"Who counts?:  100 sheep, 10 coins, and 2 sons",,
The Jewish annotated New Testament:  New Revised Standard Version Bible translation,,
Particularism and Universalism in the Sermon on the Mount: A Narrative-Critical Analysis of Matthew 5–7 in the Light of Matthew’s View on Mission By Boris Paschke,http://jts.oxfordjournals.org/content/66/1/389,
"The Jewish Jesus: Revelation, Reflection, Reclamation",https://www.h-net.org/reviews/showpdf.php?id=33060,
"The Sword of Judith: Judith Studies across the Disciplines ed. by Kevin R. Brine, Elena Ciletti and Henrike Lähnemann (review)",https://muse.jhu.edu/article/503362,
"New Jewish feminism : probing the past, forging the future",,
Historical Fictions and Hellenistic Jewish Identity: Third Maccabees in its Cultural Context,http://search.proquest.com/docview/221596797/abstract/E705ACDA2D3B4747PQ/1,
Review of Studies in Exegesis: Christian Critiques of Jewish Law and Rabbinic Responses 70-300 C.E. (Brill Reference Library of Ancient Judaism 2),http://www.jstor.org/stable/43725353,
Recovering the Role of Women. Power and Authority in Rabbinic Jewish Society,"http://www.worldcat.org/wcpa/oclc/sn 98048527,",
Judaisms and Their Messiahs,,
Women in the Earliest Churches. SNTS Monograph Series 59,,
Literary Criticism and the Gospels. The Theoretical Challenge,,
Women and the Genesis of Christianity by Ben Witherington and edited by Ann Witherington,http://search.proquest.com/docview/225964263/91C7E93926084C72PQ/6,
Music in the old bones: Jezebel through the ages,http://search.proquest.com/docview/225868784/91C7E93926084C72PQ/84,
A woman's place: house churches in earliest Christianity,http://search.proquest.com/docview/225738378/abstract/91C7E93926084C72PQ/83,
The brother of Jesus: The dramatic story &amp; meaning of the first archaeological link to Jesus &amp; His family,http://search.proquest.com/docview/225809654/91C7E93926084C72PQ/82,
Expanding the palace of Torah: Orthodoxy and feminism,http://search.proquest.com/docview/225790197/abstract/91C7E93926084C72PQ/81,
Engendering Judaism: An inclusive theology and ethics,http://search.proquest.com/docview/225877046/91C7E93926084C72PQ/80,
Making wise the simple: the Torah in Christian faith and practice,http://search.proquest.com/docview/225748967/abstract/91C7E93926084C72PQ/79,
Resurrection and the restoration of Israel: the ultimate victory of the God of life,http://search.proquest.com/docview/225740977/abstract/91C7E93926084C72PQ/78,
Goddesses and the divine feminine: a Western religious history,http://search.proquest.com/docview/225793986/abstract/91C7E93926084C72PQ/77,
Rites and rank: Hierarchy in biblical representations of cult,http://search.proquest.com/docview/225851019/91C7E93926084C72PQ/76,
Feminist New Testament studies: global and future perspectives,http://search.proquest.com/docview/225778896/abstract/91C7E93926084C72PQ/75,
"Unreliable witnesses: religion, gender, and history in the Greco-Roman Mediterranean",http://search.proquest.com/docview/877037415/abstract/91C7E93926084C72PQ/53,
Sinning in the Hebrew Bible: how the worst stories speak for its truth,http://search.proquest.com/docview/1315530454/abstract/91C7E93926084C72PQ/52,
What really happened in the Garden of Eden?,http://search.proquest.com/docview/1548710662/abstract/91C7E93926084C72PQ/50,
Interfaith encounters in America,http://search.proquest.com/docview/225757390/abstract/91C7E93926084C72PQ/47,
The life of the Virgin,http://search.proquest.com/docview/1535066763/abstract/91C7E93926084C72PQ/45,
Remembering Eden: the reception history of Genesis 3:22-24,http://search.proquest.com/docview/1355711013/abstract/91C7E93926084C72PQ/43,
"Eternally Eve: images of Eve in the Hebrew Bible, Midrash, and modern Jewish poetry",http://search.proquest.com/docview/225709408/abstract/91C7E93926084C72PQ/41,
Feminism encounters traditional Judaism: resistance and accommodation,http://search.proquest.com/docview/225712125/abstract/91C7E93926084C72PQ/40,
When God spoke Greek: the Septuagint and the making of the Christian Bible,http://search.proquest.com/docview/1511596312/abstract/91C7E93926084C72PQ/39,
"Good girls, bad girls of the New Testament: their enduring lessons",http://search.proquest.com/docview/1834004520/91C7E93926084C72PQ/38,
Sin: a history,http://search.proquest.com/docview/225680406/abstract/91C7E93926084C72PQ/37,
Reading Genesis: ten methods,http://search.proquest.com/docview/865328020/abstract/91C7E93926084C72PQ/36,
Mothers of promise: women in the book of Genesis,http://search.proquest.com/docview/225704200/abstract/91C7E93926084C72PQ/35,
Jewish exegesis and Homeric scholarship in Alexandria,http://search.proquest.com/docview/926976641/abstract/91C7E93926084C72PQ/34,
Revolt of the scribes: resistance and apocalyptic origins,http://search.proquest.com/docview/734371793/abstract/91C7E93926084C72PQ/33,
Subversive sequels in the Bible: how biblical stories mine and undermine each other,http://search.proquest.com/docview/757731139/abstract/91C7E93926084C72PQ/32,
Genesis 1-11: tales of the earliest world,http://search.proquest.com/docview/1018176210/abstract/91C7E93926084C72PQ/30,
Religion -- Egyptian Light and Hebrew Fire: Theological and Philosophical Roots of Christendom in Evolutionary Perspective by Karl W. Luckert,http://search.proquest.com/docview/225946570/91C7E93926084C72PQ/26,
Love between women: Early Christian responses to female homoeroticism,http://search.proquest.com/docview/225881557/91C7E93926084C72PQ/23,
Christianity and Rabbinic Judaism: A parallel history of their origins and development edited by Hershel Shanks,http://search.proquest.com/docview/225905213/91C7E93926084C72PQ/21,
Out of order: Homosexuality in the Bible and the ancient Near East,http://search.proquest.com/docview/225860316/91C7E93926084C72PQ/20,
On the reliability of the Old Testament,http://search.proquest.com/docview/225800721/91C7E93926084C72PQ/18,
Searching the scriptures: A feminist introduction (v.1) edited by Elizabeth Schussler Fiorenza with Shelly Matthews,http://search.proquest.com/docview/225852092/91C7E93926084C72PQ/17,
Birth of a worldview: Early Christianity in its Jewish and Pagan context by Robert Doran,http://search.proquest.com/docview/225806614/91C7E93926084C72PQ/13,
Lydia's impatient sisters: A feminist social history of early Christianity,http://search.proquest.com/docview/225889113/91C7E93926084C72PQ/12,
Biblical women unbound: Counter-tales,http://search.proquest.com/docview/225935671/91C7E93926084C72PQ/11,
Born of a woman: A bishop rethinks the birth of Jesus by John Shelby Spong,http://search.proquest.com/docview/225984962/91C7E93926084C72PQ/10,
The land called holy: Palestine in Christian history and thought by Robert L. Wilken,http://search.proquest.com/docview/225916756/91C7E93926084C72PQ/9,
"Jewish responses to early Christians: History and polemics, 30-150 c.e. by Claudia J. Setzer",http://search.proquest.com/docview/225811129/91C7E93926084C72PQ/8,
From her cradle to her grave: The role of religion in the life of the Israelite and the Babylonian woman by Karel van der Toorn and translated by Sara J. Denning-Bolle,http://search.proquest.com/docview/225863664/91C7E93926084C72PQ/7,
The death and resurrection of the beloved son: The transformation of child sacrifice in Judaism and Christianity by Jon D. Levenson,http://search.proquest.com/docview/225833763/91C7E93926084C72PQ/5,
Who are the people of God?: Early Christian models of community by Howard Clark Kee,http://search.proquest.com/docview/225807961/91C7E93926084C72PQ/4,
"Millenarian Movements in Historical Context (Garland Reference Library of Social Science, 763) by Michael J. St. Clair",http://search.proquest.com/docview/225943335/91C7E93926084C72PQ/3,
"Jesus' Jewishness: Exploring the Place of Jesus Within Early Judaism edited by James H. Charlesworth (Shared Ground Among Jews and Christians, 2) edited by James H. Charlesworth",http://search.proquest.com/docview/225920252/91C7E93926084C72PQ/2,
Matthew's Christian-Jewish community by Anthony J. Saldarini,http://search.proquest.com/docview/225846641/91C7E93926084C72PQ/1,
Deborah's daughters: gender politics and biblical interpretation,http://search.proquest.com/docview/1628571064/abstract/58E4148ECF54555PQ/1,
The Portrayals of the Pharisees in the Gospels and Acts,http://ejournals.bc.edu/ojs/index.php/scjr/article/view/9330,
Ezra and the law in history and tradition,http://search.proquest.com/docview/1647791261/abstract/3D70E849BE4A4A5DPQ/1,
Mary's bodily Assumption,http://search.proquest.com/docview/1709451266/abstract/7EB14196D5B94B97PQ/1,
Our Lady of the Rock: vision and pilgrimage in the Mojave Desert,http://search.proquest.com/docview/1761161573/abstract/49A8A6F9DF9B49F8PQ/2,
Rebecca's Children,http://proxy.library.vanderbilt.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLAS000192723&site=ehost-live,
"Oxen, Women or Citizens? Slaves in the System of the Mishnah",http://proxy.library.vanderbilt.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLAS000192723&site=ehost-live,
Who Was a Jew?,http://proxy.library.vanderbilt.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLAS000192723&site=ehost-live,
With Friends Like David Klinghoffer...,http://search.proquest.com/docview/218739865/abstract/D9921EBAA112490CPQ/1,
"Peasant, Healer, Teacher, Mother",http://search.proquest.com/docview/218721779/abstract/E840610C0C9649EBPQ/1,
Jewish Women in Greco-Roman Palestine (Book Review),http://proxy.library.vanderbilt.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=rlh&AN=3392848&site=ehost-live,
"""The World was My Oyster But I Used the Wrong Fork” (Oscar Wilde): The Parable of the Pearl Re-opened",http://proxy.library.vanderbilt.edu/login?url=http://site.ebrary.com/lib/vanderbilt/Doc?id=10840133,
"Beards for Sale: The Uncut Version of Brian, Gender, and Sexuality",,
"What is the Difference between the Old Testament, the Tanakh, and the Hebrew Bible?",http://www.bibleodyssey.org/tools/bible-basics/what-is-the-difference-between-the-old-testament-the-tanakh-and-the-hebrew-bible.aspx,
Introduction,,
Speaking of the Middle East: Jews and Christians in Dialogue and Dispute,,
Quit Picking on the Pharisees!,http://search.proquest.com/docview/1657364021/abstract/10B1DB9E788C4EC0PQ/1,
Redrawing the Boundaries: A New Look at ‘Diaspora as Metaphor: Bodies and Boundaries in the Book of Tobit,http://www.bloomsbury.com/us/a-feminist-companion-to-tobit-and-judith-9780567656025/,
Who Is My Neighbor: In the Footsteps of the Samaritan,,
A parable and its baggage. (cover story),http://proxy.library.vanderbilt.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=rlh&AN=97536651&site=ehost-live,
"Thou Shalt, Thou Shalt Not, or Thou Might Want To: The Tanakh and (Homo)sexuality",,
The Jewish Annotated New Testament: Retrospect and Prospects,http://search.proquest.com/docview/1666699978/abstract/ECFB063FA07C4A1BPQ/1,
"Parables, Prodigals, and Pedagogy",,
Jesus Talks Back,http://proxy.library.vanderbilt.edu/login?url=http://site.ebrary.com/lib/vanderbilt/docDetail.action?docID=10959432,
Luke and the Jewish religion,http://proxy.library.vanderbilt.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLAn3824036&site=ehost-live,
De-Judaizing Jesus: Theological Need and Exegetical Execution,http://proxy.library.vanderbilt.edu/login?url=http://site.ebrary.com/lib/vanderbilt/Doc?id=11072297,
Holy Week and the Hatred of the Jews: Avoiding Anti-Judaism at Easter,http://www.abc.net.au/religion/articles/2015/04/02/4210266.htm,
The Use of the Hebrew Bible in the New Testament,,
Reading the New Testament,,
Jesus in Jewish-Christian Dialogue,,
Jewish Biblical Interpretation,,
The Gospel of Matthew,,
"Correcting Anti-Jewish Stereotypes, The Gospel of Luke",http://proxy.library.vanderbilt.edu/login?url=http://site.ebrary.com/lib/vanderbilt/Doc?id=10590406,
Preface/Foreword/Introduction/Preamble/Exordium,http://proxy.library.vanderbilt.edu/login?url=http://site.ebrary.com/lib/vanderbilt/Doc?id=10496377,
This Widow is Still Bothering Me (Luke 18.5),,
Habits of anti-Judaism: critiquing a PCUSA report on Israel/Palestine,http://proxy.library.vanderbilt.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001807425&site=ehost-live,
Culture of Early Judaism,,
Forward,,
An Appreciation: Walter Wink,,
Forward,,
The Gospel of Luke,http://proxy.library.vanderbilt.edu/login?url=http://site.ebrary.com/lib/vanderbilt/Doc?id=10190404,
Parshat Lech Lecha: Another View,,
Feminist Criticism,http://proxy.library.vanderbilt.edu/login?url=http://www.blackwellreference.com/subscriber/uid=3/book?id=g9781405108256_9781405108256,
"The Earth Moved: Jesus, Sex, and Eschatology","http://proxy.library.vanderbilt.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&scope=site&db=nlebk,e000xna&db=nlabk&AN=378369",
Response to ‘Jews and Christians in the First Century: The Struggle Over Identity,,
Take the Log Out of Your Eye…,,
The Disease of Postcolonial New Testament Studies and the Hermeneutics of Healing/Response/Response/Response/Response/Response/Response,http://search.proquest.com/docview/195322204/abstract/99133C97D0EA4B59PQ/13,
"Apostle, Caiaphas, Herod/Herodian Dynasty, New Testament, Sanhedrin",http://proxy.library.vanderbilt.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&scope=site&db=nlebk&db=nlabk&AN=146147,
The G-d of All,,
Apocryphal Women: From Fiction to (Arti)fact,http://proxy.library.vanderbilt.edu/login?url=http://site.ebrary.com/lib/vanderbilt/Doc?id=10483400,
"Theological Education, the Bible, and History: Détente in the Culture Wars",,
The Jewish People and Their Sacred Scriptures in the Christian Bible: A Jewish Reading of the Document,,
Women's Humor and Other Creative Juices,"http://proxy.library.vanderbilt.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&scope=site&db=nlebk,e000xna&db=nlabk&AN=243780",
The Gentilemen's Agreement,http://dx.doi.org/10.1006/reli.2002.0419,
A Particular Problem: Jewish Perspectives on Christian Bible Study,,
Synoptic Gospels and Acts,,
Jewish Feminist Scholar Runs Sex Program in the Bible Belt: On Testaments and Testosterone,,
"The Word Becomes Flesh: Jesus, Gender, and Sexuality",,
The Greek Book of Esther,,
Matthew's Advice to a Divided Readership,,
"Jesus, Gender, and Sexuality",,
"Lilies of the Field and Wandering Jews: Biblical Scholarship, Women's Roles, and Social Location",,
"""Matthew"" and ""Mark.""",,
Apocrypha,,
The Sibylline Oracles,,
"Matthean Jesus, Biblical Law, and Hemorrhaging Woman",,
"""Jesus the Hillelite"" -- A Response to Harvey Falk",http://proxy.library.vanderbilt.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000602196&site=ehost-live,
Judith,http://proxy.library.vanderbilt.edu/login?url=http://site.ebrary.com/lib/vanderbilt/Doc?id=10269141,
Women in the Q Communit(ies) and Traditions,,
Settling at Beer-lahai-roi: Sarah and Hagar in Scripture and Tradition,http://proxy.library.vanderbilt.edu/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=126552,
"A Jewess, More and/or Less",,
Visions of Kingdoms: From Pompey to the First Jewish Revolt (63 BCE-70 CE),,
"""Gentiles""; ""Joseph of Arimathea.""",http://proxy.library.vanderbilt.edu/login?url=http://www.oxfordreference.com/views/BOOK_SEARCH.html?book=t120,
Maternity and Childcare,,
"""Hemmed in on Every Side"": Jews and Women in the Book of Susanna",,
Parshat Vayishlach [Gen. 32:4-36:43]: The Rape of Dinah,,
The Halakah of Jesus of Nazareth according to the Gospel of Matthew,http://proxy.library.vanderbilt.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000590106&site=ehost-live,
Response by Levine,http://proxy.library.vanderbilt.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000832353&site=ehost-live,
Gospels: narrative and history,,
Women Like This: New Perspectives on Jewish Women in the Greco-Roman World,,
"The New Testament apocrypha and pseudepigrapha: a guide to publications, with excursuses on Apocalypses",,
Anti-Judaism and the Gospel of Matthew,"http://proxy.library.vanderbilt.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&scope=site&db=nlebk,e000xna&db=nlabk&AN=377571",
Anti-semitism and its metaphysical origins,http://search.proquest.com/docview/1802478380/2BE12A091C974BD3PQ/1,
The New Testament : methods and meanings,,
The meaning of the Bible : what the Jewish scriptures and Christian Old Testament can teach us,,
The Cambridge companion to the Bible,,
