status,requested_url,response_url
400,https://commons.wikimedia.org/wiki/File:Alton_Towers_triptych_VandA_4757-1858.jpg - 	Marie-Lan Nguyen,https://commons.wikimedia.org/wiki/File:Alton_Towers_triptych_VandA_4757-1858.jpg%20-%20%09Marie-Lan%20Nguyen
404,https://commons.wikimedia.org/wiki/File:%22Ancestral_Legacy%22_1.jpg,https://commons.wikimedia.org/wiki/File:%22Ancestral_Legacy%22_1.jpg
404,https://commons.wikimedia.org/wiki/File:%22The_Hand%22_by_Vincent_deForest_(2945438329).jpg,https://commons.wikimedia.org/wiki/File:%22The_Hand%22_by_Vincent_deForest_(2945438329).jpg
404,"https://commons.wikimedia.org/wiki/File:0000_Mosaics_of_Resurrection_of_Christ.JPG - Eugenio Hansen, OFS","https://commons.wikimedia.org/wiki/File:0000_Mosaics_of_Resurrection_of_Christ.JPG_-_Eugenio_Hansen,_OFS"
404,https://commons.wikimedia.org/wiki/File:34_Street_Penn_Station_art_vc.jpg,https://commons.wikimedia.org/wiki/File:34_Street_Penn_Station_art_vc.jpg
404,https://commons.wikimedia.org/wiki/File:AFM_Word_And_Life.jpg – ShiningWolf,https://commons.wikimedia.org/wiki/File:AFM_Word_And_Life.jpg_%E2%80%93_ShiningWolf
404,https://commons.wikimedia.org/wiki/File:Ai_Weiwei-So_sorry.JPG,https://commons.wikimedia.org/wiki/File:Ai_Weiwei-So_sorry.JPG
404,https://commons.wikimedia.org/wiki/File:Aquileia_Basilica_-_Ausgrabungen_Mosaik_11.jpg – Wolfgang Sauber,https://commons.wikimedia.org/wiki/File:Aquileia_Basilica_-_Ausgrabungen_Mosaik_11.jpg_%E2%80%93_Wolfgang_Sauber
404,"https://commons.wikimedia.org/wiki/File:Arman_Manookian_-_%27Coral_Tree_by_Black_Point,_Honolulu,_O%27ahu%27,_1930.JPG - Wmpearl","https://commons.wikimedia.org/wiki/File:Arman_Manookian_-_%27Coral_Tree_by_Black_Point,_Honolulu,_O%27ahu%27,_1930.JPG_-_Wmpearl"
404,https://commons.wikimedia.org/wiki/File:Ascension_(54%C3%A8me_biennale_de_Venise)_(6220245513).jpg - Jean-Pierre Dalbéra,https://commons.wikimedia.org/wiki/File:Ascension_(54%C3%A8me_biennale_de_Venise)_(6220245513).jpg_-_Jean-Pierre_Dalb%C3%A9ra
404,https://commons.wikimedia.org/wiki/File:Biberach_Spital_Relief_img04.jpg - Andreas Praefcke,https://commons.wikimedia.org/wiki/File:Biberach_Spital_Relief_img04.jpg_-_Andreas_Praefcke
404,https://commons.wikimedia.org/wiki/File:Biberach_Spital_Relief_img04.jpg - Andreas Praefcke,https://commons.wikimedia.org/wiki/File:Biberach_Spital_Relief_img04.jpg_-_Andreas_Praefcke
404,https://commons.wikimedia.org/wiki/File:Biberach_Spital_Relief_img04.jpg - Andreas Praefcke,https://commons.wikimedia.org/wiki/File:Biberach_Spital_Relief_img04.jpg_-_Andreas_Praefcke
404,https://commons.wikimedia.org/wiki/File:Brooklyn_Museum_-_The_Magnificat_(Le_magnificat)_-_James_Tissot_-_ov Erall_.jpg,https://commons.wikimedia.org/wiki/File:Brooklyn_Museum_-_The_Magnificat_(Le_magnificat)_-_James_Tissot_-_ov_Erall_.jpg
404,https://commons.wikimedia.org/wiki/File:Ca%C3%B1as_-_Monasterio_11_(Sepulcro_de_la_Beata_Urraca_D%C3%ADaz_de_Haro).jpg - Zarateman,https://commons.wikimedia.org/wiki/File:Ca%C3%B1as_-_Monasterio_11_(Sepulcro_de_la_Beata_Urraca_D%C3%ADaz_de_Haro).jpg_-_Zarateman
404,https://commons.wikimedia.org/wiki/File:Cardboard_Cathedral_lots_of_light.jpg - Jocelyn Kinghorn,https://commons.wikimedia.org/wiki/File:Cardboard_Cathedral_lots_of_light.jpg_-_Jocelyn_Kinghorn
404,https://commons.wikimedia.org/wiki/File:Carry_Hauser_Hirte.jpg -VIEX - Ernest Niedermann,https://commons.wikimedia.org/wiki/File:Carry_Hauser_Hirte.jpg_-VIEX_-_Ernest_Niedermann
404,https://commons.wikimedia.org/wiki/File:Cedars_Society_(36292296066).jpg - Ramon FVelasquez,https://commons.wikimedia.org/wiki/File:Cedars_Society_(36292296066).jpg_-_Ramon_FVelasquez
404,https://commons.wikimedia.org/wiki/File:Celebrating_the_First_Communion_-_Celebrando_la_Primera_Comuni%C3%B3n.JPG - Ricardoricardo618,https://commons.wikimedia.org/wiki/File:Celebrating_the_First_Communion_-_Celebrando_la_Primera_Comuni%C3%B3n.JPG_-_Ricardoricardo618
404,https://commons.wikimedia.org/wiki/File:Chapiteau_de_St-Nectaire_-_Le_Christ_et_Zach%C3%A9e.jpg -Tangopaso,https://commons.wikimedia.org/wiki/File:Chapiteau_de_St-Nectaire_-_Le_Christ_et_Zach%C3%A9e.jpg_-Tangopaso
404,https://commons.wikimedia.org/wiki/File:Child_baptism.jpg - Carlo Cabinilla,https://commons.wikimedia.org/wiki/File:Child_baptism.jpg_-_Carlo_Cabinilla
404,https://commons.wikimedia.org/wiki/File:Christ_in_Glory_-_Vaul_mosaic_-_San_Vitale_-_Ravenna_2016.jpg – Jose Luiz,https://commons.wikimedia.org/wiki/File:Christ_in_Glory_-_Vaul_mosaic_-_San_Vitale_-_Ravenna_2016.jpg_%E2%80%93_Jose_Luiz
404,"https://commons.wikimedia.org/wiki/File:Christ_Teaching_the_Disciples,_2,_from_Das_Plenarium_MET_DP849939.jpg – Adam Petri","https://commons.wikimedia.org/wiki/File:Christ_Teaching_the_Disciples,_2,_from_Das_Plenarium_MET_DP849939.jpg_%E2%80%93_Adam_Petri"
404,"https://commons.wikimedia.org/wiki/File:Christ_Teaching_the_Disciples,_2,_from_Das_Plenarium_MET_DP849939.jpg – Adam Petri","https://commons.wikimedia.org/wiki/File:Christ_Teaching_the_Disciples,_2,_from_Das_Plenarium_MET_DP849939.jpg_%E2%80%93_Adam_Petri"
404,"https://commons.wikimedia.org/wiki/File:Cr%C3%A8che_devant_l%27Eglise_St-Jacques,_Montrouge_02.jpg - Ibex73","https://commons.wikimedia.org/wiki/File:Cr%C3%A8che_devant_l%27Eglise_St-Jacques,_Montrouge_02.jpg_-_Ibex73"
404,https://commons.wikimedia.org/wiki/File:Der-Sterbende-1518,https://commons.wikimedia.org/wiki/File:Der-Sterbende-1518
404,https://commons.wikimedia.org/wiki/File:Dome_painting_2_in_Abuna_Yemata_Guh.jpg,https://commons.wikimedia.org/wiki/File:Dome_painting_2_in_Abuna_Yemata_Guh.jpg
404,https://commons.wikimedia.org/wiki/File:Environmental_Disaster_(6983486731).jpg – Alex Proimos,https://commons.wikimedia.org/wiki/File:Environmental_Disaster_(6983486731).jpg_%E2%80%93_Alex_Proimos
