qid,label_en,author_uuid,author,author_series_ordinal,author_stated_as,author_ref1_hash,author_ref1_referenceUrl,author_ref1_retrieved_nodeId,author_ref1_retrieved_val,author_ref1_retrieved_prec
Q100146585,Chinese Accounts of the Strange: A Study in the History of Religions,56492244-46e8-5fbb-60f7-c0f1b8e4e7b9,Q86508180,,,,,,,
Q101000606,Buddhism and Race,9c138fc7-4bfb-c9ca-5e4b-1061eae22917,Q86508256,1,,,,,,
Q105645735,Long Time Coming: Reckoning with Race in America,f2d998ee-4780-4717-6c59-9b76cd293951,Q6830135,1,,,,,,
Q106509639,"The Chinese Dreamscape, 300 BCE-800 CE",7a092976-4607-2c43-42aa-e1f3cc19e4d3,Q86508180,1,,,,,,
Q106732015,"Jinnealogy: Time, Islam, and Ecological Thought in the Medieval Ruins of Delhi",5DC9D093-BB80-49CC-BE85-52DFB1BB5F35,Q83196598,1,,,,,,
Q106787199,"Being Buddha, Staying Woke: Racial Formation in Black Buddhist Writing",51570B99-F167-4A47-BDE1-F5DAE86047ED,Q86508256,1,,,,,,
Q106787200,Ann Gleig. American Dharma: Buddhism beyond Modernity,0E8B98AA-DFCC-4D2C-8715-4B9B262824DE,Q86508256,1,,,,,,
Q106787201,"The Generative Power of Disgust:  Aesthetics, Morality, and the Abject Preta Body",429F347A-876E-4A03-98FD-08E293CE1E50,Q86508256,1,,,,,,
Q106807642,Celestial Seductresses and Hungry Ghosts: Preta Narratives in Early Indian Buddhism,63111523-3719-44EF-87AD-7F2E0125ED1F,Q86508256,1,,054c7a941ad3ae08112b9d5756c3d9c212c74f04,https://searchworks.stanford.edu/view/13250245,,,
Q106807643,"Cosmopolitan Dharma: Race, Sexuality, and Gender in British Buddhism",497787CF-FA36-4097-8540-598387B88443,Q86508256,1,,,,,,
Q106807644,"Buddhism in America: Global Religion, Local Contexts",7058874A-BEE5-4B92-BCC1-B583D5777BE9,Q86508256,1,,,,,,
Q106877202,The theology and provenance of John 15:1-17,FA136FB3-EC76-4C07-B3A2-527E0782D537,Q16122562,1,Fernando F Segovia,,,,,
Q106877421,"The structure, Tendenz, and Sitz im leben of John 13:31-14:31",6AACD786-84BA-4194-AC8F-EFDA0FD8DA2E,Q16122562,1,Fernando F Segovia,,,,,
Q106927449,Linguistic Evidence and the Dating of Qoheleth,97D4F088-C8F0-4A15-A4D4-4883A6526C5E,Q15379207,1,Choon Leong Seow,16a5bc85b7acf2da8bb97b52adb465d5abc805eb,https://www.jstor.org/stable/3266347,,,
Q106975970,Qohelet's Eschatological Poem,0DC46B39-B663-47C1-B339-31790DDBA843,Q15379207,1,Choon Leong Seow,,,,,
Q106976566,"Orthography, textual criticism, and the poetry of Job",8D1A77B3-8C5B-4630-8EB5-27922D716A33,Q15379207,1,Choon Leong Seow,,,,,
Q106976698,An exquisitely poetic introduction to the Psalter,25D6F566-5349-40FE-9C20-38A7903B604D,Q15379207,1,C. L. Seow,f4193622612859cc0e281f88d0f7df86a0ec08bb,http://doi.org/10.1353/JBL.2013.0032,1a33e8170ee201bef4524f5ebbdbb797,2021-11-05T00:00:00Z,11
Q106976755,"Introduction to the Society of Biblical Literature presidential address, N 23 2013",1ADF5C4E-5D65-4529-BDD0-6C4B0C73FEC3,Q16122562,1,Fernando F Segovia,361814ec736d36e698b4ef1bdf3f4def026e055a,https://www.jstor.org/stable/10.15699/jbibllite.133.1.3,db5d66b405c9aa2128914134f8a64e52,2022-01-19T00:00:00Z,11
Q106976805,Criticism in critical times: reflections on vision and task,9FE4C5EB-B042-481B-8066-8CCD26A8A3D2,Q16122562,1,Fernando F Segovia,ad0502c6186b416e9d31d0300a989314a1a1dce6,http://doi.org/10.1353/JBL.2015.0002,1a33e8170ee201bef4524f5ebbdbb797,2021-11-05T00:00:00Z,11
Q107275810,Commentary on Zaman: Taneja,5BC046B6-0B4B-46AB-9782-7C30BE803672,Q83196598,1,,,,,,
Q107275811,Sewer Gas,588FA14A-EA9C-4F0E-87C7-776BA1390620,Q83196598,1,,,,,,
Q107275812,"The Calls of Islam: Sufis, Islamists, and Mass Mediation in Urban Morocco",B693BC88-8F21-4CDA-A9DD-71CAF12CA593,Q83196598,1,,,,,,
Q107275814,Jinnealogy: Everyday Life and Islamic Theology in Post-Partition Delhi,B18DAC3E-1434-4685-ACF1-9B05462C0F7A,Q83196598,1,,,,,,
Q107275815,Poetry Among the Ruins,044F8A9F-979D-4E76-9C13-960BB825920C,Q83196598,1,,,,,,
Q107275816,Saintly Animals: The Shifting Moral and Ecological Landscapes of North India,127E7D65-9A32-445C-A971-000703E514A1,Q83196598,1,,,,,,
Q107275817,"Book Review: Ruth Vanita, Gender, Sex, and the City: Urdu Rekhti Poetry in India, 1780–1870",D9EB4AF8-033C-4F0B-B664-1338A6F9A6A0,Q83196598,1,,,,,,
Q107275818,Saintly Visions: Other Histories and History's Others in the Medieval Ruins of Delhi,0166A944-EC9E-49BF-99C6-254D22658E04,Q83196598,1,,,,,,
Q107275819,Pirate Modernity: Delhi's Media Urbanism,5756686D-3438-4CBC-B8ED-2888E162235B,Q83196598,1,,,,,,
Q107275821,Bombay Cinema: An Archive of the City,D0EE7202-6CB4-408C-911F-751A365B6EFC,Q83196598,1,,,,,,
Q107275822,"Village Cosmopolitans: Or, I See Kabul from Lado Sarai",CE4F69D1-AC6B-4C96-9D03-63D5E9DC0D4B,Q83196598,1,,,,,,
Q107275824,"History and Heritage Woven in the New Urban Fabric: The Changing Landscapes of Delhi's ‘First City’. Or, Who Can Tell the Histories of Lado Sarai?",B4F3E444-0E16-4108-A16E-4F46C18AB145,Q83196598,1,,,,,,
Q107275826,Begum Samru and the Security Guard,64979703-EF7B-4F49-AB7B-0A963135FB77,Q83196598,1,,,,,,
Q107275828,Synchronicities: Baghdad/Delhi,A2FD6EC5-7BB5-4924-AE75-CF8ECFADDBBD,Q83196598,1,,,,,,
Q107275829,"Lost in La Mancha: Terry Gilliam, Holy Fools, Pirates and the Mulla",42A33319-94F3-4D4C-B8BB-276B9607FD3D,Q83196598,1,,,,,,
Q107275830,"Culture of Encounters: Sanskrit at the Mughal Court, by Audrey Truschke",7D7603AC-E72B-491D-896E-7F367C3AFA33,Q83196598,1,,,,,,
Q107275831,‘Veins of Silver’,737F453B-10FB-4B1D-A1F2-C5F3D31CEE7F,Q83196598,1,,,,,,
Q107275832,How New Delhi Was Founded,5A821FA4-2DA1-471C-B098-CC2E9DF0589B,Q83196598,1,,,,,,
Q107275833,Stereotyping the Muslim in Bombay Cinema,F26405C1-E534-4BC0-8776-CD8213A1EDA2,Q83196598,1,,,,,,
Q107275834,A City Without Time,9190CD76-2A43-48A7-BEFD-74589E68C8A4,Q83196598,1,,,,,,
Q107275835,Muslimness in Hindi Cinema,1D79EEE3-0D20-45EC-9B74-C339C433966E,Q83196598,1,,,,,,
Q107276607,"Introduction: Animals, Ethics, and Enchantment in South Asia and the Middle East",680F7DD4-D015-48F6-89AD-6889E9ED06E4,Q83196598,2,,,,,,
Q107276607,"Introduction: Animals, Ethics, and Enchantment in South Asia and the Middle East",910BFC21-4DFA-4E3E-9A42-D111CE36AEF8,Q27662966,1,,,,,,
Q107276609,[The Myth of Archaeology and the Archaeology of Myth: Purana Qila],206604EB-7273-4D8C-B442-86E604933630,Q83196598,1,,,,,,
Q107276783,"Between Collective Memory & History, The Jinn Lives On",468c0899-4a39-a051-66ae-e4f322f61d53,Q83196598,1,,,,,,
Q107276897,"Nature, History, and the Sacred in the Medieval Ruins of Delhi",802c33f6-4204-9e11-70f8-8ba0a4a29fd1,Q83196598,1,,,,,,
Q107277075,On Intellectual Hospitality and the Plenitude of Time: A Response to Bardawil,735aa346-4951-c4e9-d04c-4bfeea714c3c,Q83196598,1,,,,,,
Q107277189,On The Real Tragedy of Secular Modernity: Anand Vivek Taneja,0f7dafac-4ea5-63d4-b711-ebda234af48d,Q83196598,1,,,,,,
Q107277767,"Village Cosmopolitanisms: Or, I See Kabul from Lado Sarai",1502317a-4602-e1db-9f8f-60309f6110ac,Q83196598,1,,,,,,
Q108748206,In a Blaze of Glory: Womanist Spirituality as Social Witness,ED130602-31AE-4E45-9711-E662D492DF8D,Q29447340,1,,,,,,
Q108765612,Beyond Monotheism: A Theology of Multiplicity,8349621E-A43E-4E07-BCF0-23FB74D3932D,Q64009487,1,,,,,,
Q108765613,Re-imagining the Divine: Confronting the Backlash Against Feminist Theology,D1D8A313-7F69-4507-BC0D-77F5B1318369,Q64009487,1,,,,,,
Q108765616,Queer Soul and Queer Theology: Ethics and Redemption in Real Life,1B90BB9F-FB09-46CC-90AA-72B2CD1933CC,Q64009487,1,,,,,,
