accession_number,locale,description,rel_left_x,rel_right_x,rel_top_y,rel_bottom_y,abs_left_x,abs_right_x,abs_top_y,abs_bottom_y
1979.1034P,en,"A $2783
Phant food
5/ss
(21)",0.31057764441110275,0.700675168792198,0.271,0.732,414,934,271,732
1979.1034P,,A,0.6916729182295573,0.6264066016504126,0.443,0.473,922,835,443,473
1979.1034P,,$,0.6766691672918229,0.6151537884471118,0.502,0.519,902,820,502,519
1979.1034P,,2783,0.668417104276069,0.5761440360090022,0.537,0.676,891,768,537,676
1979.1034P,,Phant,0.6346586646661665,0.5543885971492873,0.376,0.525,846,739,376,525
1979.1034P,,food,0.5941485371342836,0.5176294073518379,0.555,0.686,792,690,555,686
1979.1034P,,5,0.536384096024006,0.4846211552888222,0.498,0.522,715,646,498,522
1979.1034P,,/,0.5258814703675919,0.4778694673668417,0.539,0.55,701,637,539,550
1979.1034P,,ss,0.5221305326331583,0.4628657164291073,0.553,0.605,696,617,553,605
1979.1034P,,(,0.4358589647411853,0.3533383345836459,0.401,0.43,581,471,401,430
1979.1034P,,21,0.43135783945986494,0.336834208552138,0.419,0.501,575,449,419,501
1979.1034P,,),0.4088522130532633,0.3278319579894974,0.52,0.542,545,437,520,542
1979.1122P,en,"SPIRIT of 1917
U.S.MARIN
U.S.MA
JOIN THE
UNITED STATES MARINES
AND BE
FIRST IN DEFENSE ON LAND OR SEA
APPLY AT
44 ARCADE BUILDING, NASHVILLE, TENN.",0.036,0.948,0.03808073115003808,0.9626808834729627,36,948,50,1264
1979.1122P,,SPIRIT,0.036,0.545,0.03808073115003808,0.1447067783701447,36,545,50,190
1979.1122P,,of,0.539,0.666,0.03808073115003808,0.1447067783701447,539,666,50,190
1979.1122P,,1917,0.683,0.948,0.03808073115003808,0.1447067783701447,683,948,50,190
1979.1122P,,U.S.MARIN,0.363,0.445,0.32673267326732675,0.31683168316831684,363,445,429,416
1979.1122P,,U.S.MA,0.553,0.584,0.3427265803503427,0.37852246763137853,553,584,450,497
1979.1122P,,JOIN,0.394,0.497,0.7166793602437167,0.738004569687738,394,497,941,969
1979.1122P,,THE,0.516,0.597,0.7166793602437167,0.738004569687738,516,597,941,969
1979.1122P,,UNITED,0.051,0.306,0.7509520182787509,0.8073115003808073,51,306,986,1060
1979.1122P,,STATES,0.332,0.583,0.7517136329017517,0.8080731150038081,332,583,987,1061
1979.1122P,,MARINES,0.608,0.934,0.7524752475247525,0.8088347296268088,608,934,988,1062
1979.1122P,,AND,0.418,0.505,0.8255902513328256,0.8461538461538461,418,505,1084,1111
1979.1122P,,BE,0.524,0.567,0.8255902513328256,0.8461538461538461,524,567,1084,1111
1979.1122P,,FIRST,0.051,0.189,0.8644325971058644,0.897943640517898,51,189,1135,1179
1979.1122P,,IN,0.208,0.261,0.8644325971058644,0.897943640517898,208,261,1135,1179
1979.1122P,,DEFENSE,0.286,0.5,0.8644325971058644,0.897943640517898,286,500,1135,1179
1979.1122P,,ON,0.526,0.597,0.8644325971058644,0.897943640517898,526,597,1135,1179
1979.1122P,,LAND,0.623,0.755,0.8644325971058644,0.897943640517898,623,755,1135,1179
1979.1122P,,OR,0.768,0.84,0.8644325971058644,0.897943640517898,768,840,1135,1179
1979.1122P,,SEA,0.855,0.936,0.8644325971058644,0.897943640517898,855,936,1135,1179
1979.1122P,,APPLY,0.44,0.508,0.9116527037319117,0.9246001523229246,440,508,1197,1214
1979.1122P,,AT,0.521,0.55,0.9116527037319117,0.9246001523229246,521,550,1197,1214
1979.1122P,,44,0.149,0.185,0.9398324447829398,0.9619192688499619,149,185,1234,1263
1979.1122P,,ARCADE,0.203,0.341,0.9398324447829398,0.9611576542269612,203,341,1234,1262
1979.1122P,,BUILDING,0.358,0.513,0.9390708301599391,0.9603960396039604,358,513,1233,1261
1979.1122P,,",",0.515,0.52,0.9390708301599391,0.9603960396039604,515,520,1233,1261
1979.1122P,,NASHVILLE,0.538,0.722,0.9383092155369384,0.9596344249809596,538,722,1232,1260
1979.1122P,,",",0.723,0.729,0.9383092155369384,0.9596344249809596,723,729,1232,1260
1979.1122P,,TENN,0.747,0.833,0.9383092155369384,0.9596344249809596,747,833,1232,1260
1979.1122P,,.,0.834,0.84,0.9375476009139375,0.9588728103579589,834,840,1231,1259
1979.1127P,en,"DO YOUR SHOES AND STOCKINGS
FIT YOUR FEET?
In Short Hose
A
CHILD'S
FEET
ADULT
FEET
In Correct Hose
Short Shoes And Short Stockings
Force Big Toes Inward
And
Cause Enlarged Joints",0.044,0.94,0.09534534534534535,0.9534534534534534,44,940,127,1270
1979.1127P,,DO,0.044,0.121,0.09984984984984985,0.1388888888888889,44,121,133,185
1979.1127P,,YOUR,0.139,0.302,0.0990990990990991,0.1373873873873874,139,302,132,183
1979.1127P,,SHOES,0.331,0.501,0.09834834834834835,0.13663663663663664,331,501,131,182
1979.1127P,,AND,0.521,0.636,0.09759759759759759,0.13588588588588588,521,636,130,181
1979.1127P,,STOCKINGS,0.66,0.94,0.09684684684684684,0.13438438438438438,660,940,129,179
1979.1127P,,FIT,0.207,0.309,0.15090090090090091,0.1891891891891892,207,309,201,252
