act_id,act_title,title_match,qid,wikidata_label,act_artist,artist_match,wikidata_artist
46738,The Entry into Jerusalem,91,Q3798718,Entry into Jerusalem,"Bondone, Giotto di, 1266?-1337",100,Giotto
46755,Mary Magdalene,96,Q3949115,Mary Magdalen,"Crivelli, Carlo, 15th cent.",100,Carlo Crivelli
47460,Madonna and Child,100,Q4009968,Madonna and Child,"Angelico, fra, approximately 1400-1455",100,Fra Angelico
47460,Madonna and Child,100,Q55085054,Madonna and Child,"Angelico, fra, approximately 1400-1455",100,Fra Angelico
47460,Madonna and Child,100,Q4009968,Madonna and Child,"Angelico, fra, approximately 1400-1455",100,Fra Angelico
47837,Annunciation,100,Q2851765,Annunciation,"Angelico, fra, approximately 1400-1455",100,Fra Angelico
47837,Annunciation,100,Q2378534,Annunciation,"Angelico, fra, approximately 1400-1455",100,Fra Angelico
47837,Annunciation,100,Q2378567,Annunciation,"Angelico, fra, approximately 1400-1455",100,Fra Angelico
47837,Annunciation,86,Q49187126,The Annunciation,"Angelico, fra, approximately 1400-1455",100,Fra Angelico
47872,Adoration of the Child,100,Q12734688,Adoration of the Child,"Bartolomeo, fra, 1472-1517",100,Fra Bartolomeo
47900,Crucifixion,85,Q20174078,The Crucifixion,"Cossa, Francesco del, ca. 1435-ca. 1477",100,Francesco del Cossa
48740,Crucifixion,100,Q3698189,Crucifixion,"Bondone, Giotto di, 1266?-1337",100,Giotto
48740,Crucifixion,100,Q3698208,Crucifixion,"Bondone, Giotto di, 1266?-1337",100,Giotto
49453,Christ before Pilate,100,Q3697607,Christ before Pilate,"Pontormo, Jacopo da, 1494-1556",100,Pontormo
49614,"Arnolfini Wedding, detail",100,Q110561832,"Arnolfini Wedding, detail","Eyck, Jan van, 1390-1440",100,Jan van Eyck
49615,"Arnolfini Wedding, detail",100,Q110561832,"Arnolfini Wedding, detail","Eyck, Jan van, 1390-1440",100,Jan van Eyck
49617,"Arnolfini Wedding, detail",100,Q110561832,"Arnolfini Wedding, detail","Eyck, Jan van, 1390-1440",100,Jan van Eyck
49618,"Arnolfini Wedding, detail",100,Q110561832,"Arnolfini Wedding, detail","Eyck, Jan van, 1390-1440",100,Jan van Eyck
50629,David Playing the Harp before Saul,100,Q65023300,David Playing the Harp before Saul,"Lucas, van Leyden, 1494-1533 ",100,Lucas van Leyden
50629,David Playing the Harp before Saul,100,Q76347918,David Playing the Harp before Saul,"Lucas, van Leyden, 1494-1533 ",100,Lucas van Leyden
51113,Expulsion from Paradise,100,Q20538218,Expulsion from Paradise,"Benvenuto, di Giovanni, 1436-ca. 1518",100,Benvenuto di Giovanni
54142,Angel of Grief,100,Q531989,Angel of Grief,"Story, William Wetmore, 1819-1895",100,William Wetmore Story
54225,The Prophet Joel,86,Q3765046,Prophet Joel,"Michelangelo Buonarroti, 1475-1564",100,Michelangelo
54823,Sacrifice of Isaac,100,Q3226847,Sacrifice of Isaac,"Caravaggio, Michelangelo Merisi da, 1573-1610",100,Caravaggio
54823,Sacrifice of Isaac,100,Q2284829,Sacrifice of Isaac,"Caravaggio, Michelangelo Merisi da, 1573-1610",100,Caravaggio
54823,Sacrifice of Isaac,100,Q110561970,Sacrifice of Isaac,"Caravaggio, Michelangelo Merisi da, 1573-1610",100,Caravaggio
55189,Pentecost,100,Q3899263,Pentecost,"Bondone, Giotto di, 1266?-1337",100,Giotto
55189,Pentecost,100,Q3374931,Pentecost,"Bondone, Giotto di, 1266?-1337",100,Giotto
55350,Crossing Sweeper,89,Q7728190,The Crossing Sweeper,"Frith, William Powell, 1819-1909",100,William Powell Frith
55379,Hypocrite and Slanderer,92,Q29383703,A Hypocrite and a Slanderer,"Messerschmidt, Franz Xaver, 1736?-1783",100,Franz Xaver Messerschmidt
55397,Right hand,90,Q63809245,Right Hand,"Rodin, Auguste, 1840-1917",100,Auguste Rodin
55397,Right hand,90,Q63809290,Right Hand,"Rodin, Auguste, 1840-1917",100,Auguste Rodin
55397,Right hand,90,Q63809292,Right Hand,"Rodin, Auguste, 1840-1917",100,Auguste Rodin
55397,Right hand,90,Q63809293,Right Hand,"Rodin, Auguste, 1840-1917",100,Auguste Rodin
55408,"As the Old Sing, the Young Pipe",95,Q19753101,"As the Old Sing, So the Young Pipe","Jordaens, Jacob, 1593-1678",100,Jacob Jordaens
55456,Chris Carrying the Cross,94,Q27697660,Christ carrying the Cross,"Piombo, Sebastiano Luciani, known as del, 1485-1547",100,Sebastiano del Piombo
55456,Chris Carrying the Cross,98,Q58019526,Christ Carrying the Cross,"Piombo, Sebastiano Luciani, known as del, 1485-1547",100,Sebastiano del Piombo
55462,Last Supper,85,Q98206970,The Last Supper,"Master Paul of Locse, active 1500-1520",86,Master S.
55462,Last Supper,100,Q98206957,Last Supper,"Master Paul of Locse, active 1500-1520",86,Master S.
55462,Last Supper,85,Q98211919,The Last Supper,"Master Paul of Locse, active 1500-1520",86,Master S.
55472,Job's Evil Dreams,100,Q64962557,Job's Evil Dreams,"Blake, William, 1757-1827",100,William Blake
55472,Job's Evil Dreams,100,Q64962737,Job's Evil Dreams,"Blake, William, 1757-1827",100,William Blake
55484,Captive Slave,87,Q20087513,The Captive Slave,"Simpson, John Philip",100,John Simpson
55496,Hand of God,100,Q63863745,Hand of God,"Rodin, Auguste, 1840-1917",100,Auguste Rodin
55623,Christ Teaches Humility,94,Q27960052,Christ Teacheth Humility,"Lauder, Robert Scott, 1803-1869",100,Robert Scott Lauder
55709,Right Hand of God Protecting the Faithful against the Demons,97,Q20186352,The Right Hand of God Protecting the Faithful against the Demons,"Fouquet, Jean, approximately 1420-approximately 1480",100,Jean Fouquet
55713,Jeremiah Dictating His Prophecy of the Destruction of Jerusalem to Baruch the Scribe,98,Q49389905,Jeremiah Dictating His Prophecy of  the Destruction of Jerusalem to Baruch the Scribe,"Allston, Washington, 1779-1843",100,Washington Allston
55719,Tom Paine's nightly pest,92,Q109939239,Tom Paine's Nightly Pest,"Gillray, James, 1756-1815",100,James Gillray
55977,She Changes,100,Q7491948,She Changes,"Echelman, Janet",100,Janet Echelman
56260,Bearing Witness,100,Q21188136,Bearing Witness,"Puryear, Martin, 1941-",100,Martin Puryear
56281,Niagra Falls from the American Side,97,Q18353189,"Niagara Falls, from the American Side","Church, Frederic Edwin, 1826-1900",100,Frederic Edwin Church
56315,Adoration of the Magi,100,Q4684623,Adoration of the Magi,"Rubens, Peter Paul, 1577-1640",100,Peter Paul Rubens
56315,Adoration of the Magi,100,Q5961888,Adoration of the Magi,"Rubens, Peter Paul, 1577-1640",100,Peter Paul Rubens
56315,Adoration of the Magi,87,Q5861089,The adoration of the Magi,"Rubens, Peter Paul, 1577-1640",100,Peter Paul Rubens
56315,Adoration of the Magi,100,Q21730469,Adoration of the Magi,"Rubens, Peter Paul, 1577-1640",100,Peter Paul Rubens
56315,Adoration of the Magi,100,Q27876824,Adoration of the Magi,"Rubens, Peter Paul, 1577-1640",100,Peter Paul Rubens
56315,Adoration of the Magi,100,Q28195270,Adoration of the Magi,"Rubens, Peter Paul, 1577-1640",100,Peter Paul Rubens
56315,Adoration of the Magi,91,Q29655385,The Adoration of the Magi,"Rubens, Peter Paul, 1577-1640",100,Peter Paul Rubens
56315,Adoration of the Magi,100,Q30094459,Adoration of the Magi,"Rubens, Peter Paul, 1577-1640",100,Peter Paul Rubens
56315,Adoration of the Magi,91,Q106583311,The Adoration of the Magi,"Rubens, Peter Paul, 1577-1640",100,Peter Paul Rubens
56410,Christ in the Wilderness,100,Q2354080,Christ in the Wilderness,"Kramskoĭ, Ivan Nikolaevich, 1837-1887",100,Ivan Kramskoi
56583,Adams Memorial,100,Q351935,Adams Memorial,"Saint-Gaudens, Augustus, 1848-1907",100,Augustus Saint-Gaudens
56595,Underground Railroad,91,Q46943459,The Underground Railroad,"Webber, Charles T.",100,Charles T. Webber
56606,Peter and John Healing the Cripple at the Gate of the Temple,100,Q65024635,Peter and John Healing the Cripple at the Gate of the Temple,"Rembrandt Harmenszoon van Rijn, 1606-1669",100,Rembrandt
56606,Peter and John Healing the Cripple at the Gate of the Temple,100,Q65024636,Peter and John Healing the Cripple at the Gate of the Temple,"Rembrandt Harmenszoon van Rijn, 1606-1669",100,Rembrandt
56755,Twelve-Year-Old Jesus Teaching in the Temple,96,Q18688119,The Twelve-Year-Old Jesus Teaching in the Temple,"Mazzolino, Ludovico, 1480?-1530",100,Ludovico Mazzolino
56801,Christ Crucified between the Two Thieves (The Three Crosses),94,Q60761193,Christ Crucified Between the Two Thieves: 'The Three Crosses',"Rembrandt Harmenszoon van Rijn, 1606-1669",100,Rembrandt
56801,Christ Crucified between the Two Thieves (The Three Crosses),100,Q65024681,Christ Crucified between the Two Thieves (The Three Crosses),"Rembrandt Harmenszoon van Rijn, 1606-1669",100,Rembrandt
56801,Christ Crucified between the Two Thieves (The Three Crosses),100,Q65024906,Christ Crucified between the Two Thieves (The Three Crosses),"Rembrandt Harmenszoon van Rijn, 1606-1669",100,Rembrandt
56801,Christ Crucified between the Two Thieves (The Three Crosses),100,Q65082092,Christ Crucified between the Two Thieves (The Three Crosses),"Rembrandt Harmenszoon van Rijn, 1606-1669",100,Rembrandt
56804,Crucifixion,100,Q490312,Crucifixion,"Tintoretto, Jacopo, 1518-1594",100,Tintoretto
56804,Crucifixion,100,Q29937250,Crucifixion,"Tintoretto, Jacopo, 1518-1594",100,Tintoretto
56804,Crucifixion,100,Q108760656,Crucifixion,"Tintoretto, Jacopo, 1518-1594",100,Tintoretto
57025,Recognition: North and South,100,Q28036031,Recognition: North and South,"Mayer, Constant, -1911",100,Constant Mayer
57262,Grandes Heures of Anne of Brittany,100,Q999790,Grandes Heures of Anne of Brittany,"Bourdichon, Jean, 1457?-1521?",100,Jean Bourdichon
57302,"Christ and the Woman of Samaria, Among Ruins",99,Q65024856,Christ and the Woman of Samaria Among Ruins,"Rembrandt Harmenszoon van Rijn, 1606-1669",100,Rembrandt
57302,"Christ and the Woman of Samaria, Among Ruins",99,Q65364812,Christ and the Woman of Samaria Among Ruins,"Rembrandt Harmenszoon van Rijn, 1606-1669",100,Rembrandt
57323,Resurrection of Lazarus,100,Q29649090,Resurrection of Lazarus,"Geertgen, tot Sint Jans, approximately 1460-1495",100,Geertgen tot Sint Jans
57361,Christ Carried to the Tomb,100,Q65024685,Christ Carried to the Tomb,"Rembrandt Harmenszoon van Rijn, 1606-1669",100,Rembrandt
57362,Christ the Redeemer,100,Q79961,Christ the Redeemer,"Landowski, Paul Maximilien, 1875-1961, Leonida, Gheorghe",100,Paul Landowski
57686,Job and His Family,100,Q64962538,Job and His Family,"Blake, William, 1757-1827",100,William Blake
57686,Job and His Family,100,Q64962580,Job and His Family,"Blake, William, 1757-1827",100,William Blake
57686,Job and His Family,100,Q64962713,Job and His Family,"Blake, William, 1757-1827",100,William Blake
57687,Satan Before the Throne of God,100,Q64962540,Satan Before the Throne of God,"Blake, William, 1757-1827",100,William Blake
57687,Satan Before the Throne of God,100,Q64962586,Satan Before the Throne of God,"Blake, William, 1757-1827",100,William Blake
57687,Satan Before the Throne of God,100,Q64962716,Satan Before the Throne of God,"Blake, William, 1757-1827",100,William Blake
57688,Satan Before the Throne of God,100,Q64962540,Satan Before the Throne of God,"Blake, William, 1757-1827",100,William Blake
57688,Satan Before the Throne of God,100,Q64962586,Satan Before the Throne of God,"Blake, William, 1757-1827",100,William Blake
57688,Satan Before the Throne of God,100,Q64962716,Satan Before the Throne of God,"Blake, William, 1757-1827",100,William Blake
57691,Messengers Tell Job of His Misfortunes,95,Q64962544,The Messengers Tell Job of His Misfortunes,"Blake, William, 1757-1827",100,William Blake
57691,Messengers Tell Job of His Misfortunes,95,Q64962721,The Messengers Tell Job of His Misfortunes,"Blake, William, 1757-1827",100,William Blake
57692,Messengers Tell Job of His Misfortunes,95,Q64962544,The Messengers Tell Job of His Misfortunes,"Blake, William, 1757-1827",100,William Blake
57692,Messengers Tell Job of His Misfortunes,95,Q64962721,The Messengers Tell Job of His Misfortunes,"Blake, William, 1757-1827",100,William Blake
57693,Satan Going Forth from the Presence of the Lord,100,Q64962545,Satan Going Forth from the Presence of the Lord,"Blake, William, 1757-1827",100,William Blake
57693,Satan Going Forth from the Presence of the Lord,100,Q64962723,Satan Going Forth from the Presence of the Lord,"Blake, William, 1757-1827",100,William Blake
57694,Satan Smiting Job with Boils,92,Q3950743,Satan Smiting Job with Sore Boils,"Blake, William, 1757-1827",100,William Blake
57694,Satan Smiting Job with Boils,100,Q64962546,Satan Smiting Job with Boils,"Blake, William, 1757-1827",100,William Blake
57694,Satan Smiting Job with Boils,100,Q64962725,Satan Smiting Job with Boils,"Blake, William, 1757-1827",100,William Blake
57695,Satan Going Forth From the Presence of the Lord,98,Q64962545,Satan Going Forth from the Presence of the Lord,"Blake, William, 1757-1827",100,William Blake
57695,Satan Going Forth From the Presence of the Lord,98,Q64962723,Satan Going Forth from the Presence of the Lord,"Blake, William, 1757-1827",100,William Blake
57698,Vision of Eliphaz,89,Q64962554,The Vision of Eliphaz,"Blake, William, 1757-1827",100,William Blake
57698,Vision of Eliphaz,89,Q64962632,The Vision of Eliphaz,"Blake, William, 1757-1827",100,William Blake
57698,Vision of Eliphaz,89,Q64962729,The Vision of Eliphaz,"Blake, William, 1757-1827",100,William Blake
57699,Job Rebuked by His Friends,100,Q64962555,Job Rebuked by His Friends,"Blake, William, 1757-1827",100,William Blake
57699,Job Rebuked by His Friends,100,Q64962670,Job Rebuked by His Friends,"Blake, William, 1757-1827",100,William Blake
57699,Job Rebuked by His Friends,100,Q64962735,Job Rebuked by His Friends,"Blake, William, 1757-1827",100,William Blake
57701,Wrath of Elihu,88,Q64962558,The Wrath of Elihu,"Blake, William, 1757-1827",100,William Blake
57701,Wrath of Elihu,88,Q64962738,The Wrath of Elihu,"Blake, William, 1757-1827",100,William Blake
57703,Behemoth and Leviathan,100,Q64962563,Behemoth and Leviathan,"Blake, William, 1757-1827",100,William Blake
57703,Behemoth and Leviathan,100,Q64962746,Behemoth and Leviathan,"Blake, William, 1757-1827",100,William Blake
57704,Lord Answers Job Out of the Whirlwind,88,Q64962559,The Lord Answering Job out of the Whirlwind,"Blake, William, 1757-1827",100,William Blake
57704,Lord Answers Job Out of the Whirlwind,88,Q64962743,The Lord Answering Job out of the Whirlwind,"Blake, William, 1757-1827",100,William Blake
57705,Fall of Satan,87,Q64962566,The Fall of Satan,"Blake, William, 1757-1827",100,William Blake
57705,Fall of Satan,87,Q64962748,The Fall of Satan,"Blake, William, 1757-1827",100,William Blake
57709,Job and His Daughters,100,Q64962574,Job and His Daughters,"Blake, William, 1757-1827",100,William Blake
57709,Job and His Daughters,100,Q64962755,Job and His Daughters,"Blake, William, 1757-1827",100,William Blake
57710,Job and His Family Restored to Prosperity,90,Q64962576,Job and His Wife Restored to Prosperity,"Blake, William, 1757-1827",100,William Blake
57710,Job and His Family Restored to Prosperity,100,Q64962702,Job and His Family Restored to Prosperity,"Blake, William, 1757-1827",100,William Blake
57710,Job and His Family Restored to Prosperity,90,Q64962756,Job and His Wife Restored to Prosperity,"Blake, William, 1757-1827",100,William Blake
57712,Job and His Family,100,Q64962538,Job and His Family,"Blake, William, 1757-1827",100,William Blake
57712,Job and His Family,100,Q64962580,Job and His Family,"Blake, William, 1757-1827",100,William Blake
57712,Job and His Family,100,Q64962713,Job and His Family,"Blake, William, 1757-1827",100,William Blake
57713,Satan Before the Throne of God,100,Q64962540,Satan Before the Throne of God,"Blake, William, 1757-1827",100,William Blake
57713,Satan Before the Throne of God,100,Q64962586,Satan Before the Throne of God,"Blake, William, 1757-1827",100,William Blake
57713,Satan Before the Throne of God,100,Q64962716,Satan Before the Throne of God,"Blake, William, 1757-1827",100,William Blake
57715,Messengers Tell Job of His Misfortunes,95,Q64962544,The Messengers Tell Job of His Misfortunes,"Blake, William, 1757-1827",100,William Blake
57715,Messengers Tell Job of His Misfortunes,95,Q64962721,The Messengers Tell Job of His Misfortunes,"Blake, William, 1757-1827",100,William Blake
57716,Satan Going Forth From the Presence of the Lord,98,Q64962545,Satan Going Forth from the Presence of the Lord,"Blake, William, 1757-1827",100,William Blake
57716,Satan Going Forth From the Presence of the Lord,98,Q64962723,Satan Going Forth from the Presence of the Lord,"Blake, William, 1757-1827",100,William Blake
57717,Satan Smiting Job with Boils,92,Q3950743,Satan Smiting Job with Sore Boils,"Blake, William, 1757-1827",100,William Blake
57717,Satan Smiting Job with Boils,100,Q64962546,Satan Smiting Job with Boils,"Blake, William, 1757-1827",100,William Blake
57717,Satan Smiting Job with Boils,100,Q64962725,Satan Smiting Job with Boils,"Blake, William, 1757-1827",100,William Blake
57720,Vision of Eliphaz,89,Q64962554,The Vision of Eliphaz,"Blake, William, 1757-1827",100,William Blake
57720,Vision of Eliphaz,89,Q64962632,The Vision of Eliphaz,"Blake, William, 1757-1827",100,William Blake
57720,Vision of Eliphaz,89,Q64962729,The Vision of Eliphaz,"Blake, William, 1757-1827",100,William Blake
57721,Job Rebuked by His Friends,100,Q64962555,Job Rebuked by His Friends,"Blake, William, 1757-1827",100,William Blake
57721,Job Rebuked by His Friends,100,Q64962670,Job Rebuked by His Friends,"Blake, William, 1757-1827",100,William Blake
57721,Job Rebuked by His Friends,100,Q64962735,Job Rebuked by His Friends,"Blake, William, 1757-1827",100,William Blake
57723,Wrath of Elihu,88,Q64962558,The Wrath of Elihu,"Blake, William, 1757-1827",100,William Blake
57723,Wrath of Elihu,88,Q64962738,The Wrath of Elihu,"Blake, William, 1757-1827",100,William Blake
57724,Lord Answers Job Out of the Whirlwind,88,Q64962559,The Lord Answering Job out of the Whirlwind,"Blake, William, 1757-1827",100,William Blake
57724,Lord Answers Job Out of the Whirlwind,88,Q64962743,The Lord Answering Job out of the Whirlwind,"Blake, William, 1757-1827",100,William Blake
57726,Behemoth and Leviathan,100,Q64962563,Behemoth and Leviathan,"Blake, William, 1757-1827",100,William Blake
57726,Behemoth and Leviathan,100,Q64962746,Behemoth and Leviathan,"Blake, William, 1757-1827",100,William Blake
57727,Fall of Satan,87,Q64962566,The Fall of Satan,"Blake, William, 1757-1827",100,William Blake
57727,Fall of Satan,87,Q64962748,The Fall of Satan,"Blake, William, 1757-1827",100,William Blake
57731,Job and His Daughters,100,Q64962574,Job and His Daughters,"Blake, William, 1757-1827",100,William Blake
57731,Job and His Daughters,100,Q64962755,Job and His Daughters,"Blake, William, 1757-1827",100,William Blake
57732,Job and His Family Restored to Prosperity,90,Q64962576,Job and His Wife Restored to Prosperity,"Blake, William, 1757-1827",100,William Blake
57732,Job and His Family Restored to Prosperity,100,Q64962702,Job and His Family Restored to Prosperity,"Blake, William, 1757-1827",100,William Blake
57732,Job and His Family Restored to Prosperity,90,Q64962756,Job and His Wife Restored to Prosperity,"Blake, William, 1757-1827",100,William Blake
57742,Spirit of Justice,100,Q17062455,Spirit of Justice,"Jennewein, Carl Paul, 1890-1978",93,C. Paul Jennewein
57969,Healing of the Lame Man,92,Q3778388,The Healing of the Lame Man,"Raphael, 1483-1520",100,Raphael
57969,Healing of the Lame Man,92,Q77926299,The Healing of the Lame Man,"Raphael, 1483-1520",100,Raphael
57982,Christ Preaching (The Hundred Guilder Print),100,Q65024680,Christ Preaching (The Hundred Guilder Print),"Rembrandt Harmenszoon van Rijn, 1606-1669",100,Rembrandt
57982,Christ Preaching (The Hundred Guilder Print),100,Q65082088,Christ Preaching (The Hundred Guilder Print),"Rembrandt Harmenszoon van Rijn, 1606-1669",100,Rembrandt
57984,Peace and Plenty,100,Q20739330,Peace and Plenty,"Hart, William, 1823-1894",100,William Hart
58078,Hopeless Dawn,93,Q28533766,A Hopeless Dawn,"Bramley, Frank, 1857-1915",100,Frank Bramley
58158,Abandoned,95,Q28831562,Abandoned.,"Uhde, Fritz von, 1848-1911",100,Fritz von Uhde
58449,Olive Trees,85,Q9212498,The Olive Trees,"Gogh, Vincent van, 1853-1890",100,Vincent van Gogh
58449,Olive Trees,100,Q19911891,Olive Trees,"Gogh, Vincent van, 1853-1890",100,Vincent van Gogh
58449,Olive Trees,100,Q20890801,Olive Trees,"Gogh, Vincent van, 1853-1890",100,Vincent van Gogh
58449,Olive Trees,100,Q26221202,Olive Trees,"Gogh, Vincent van, 1853-1890",100,Vincent van Gogh
58449,Olive Trees,91,Q26221203,Olive trees,"Gogh, Vincent van, 1853-1890",100,Vincent van Gogh
58466,Hagar,100,Q106397188,Hagar,"Lewis, Edmonia",100,Edmonia Lewis
58758,Old Woman Cutting Bread,100,Q20539850,Old Woman Cutting Bread,"Dou, Gerrit, 1613-1675",100,Gerrit Dou
