filename,template_type,artist,author,title,description,depicted people,depicted place,date,medium,dimensions,institution,department,accession number,place of creation,place of discovery,object history,exhibition history,credit line,inscriptions,notes,references,source,permission,other_versions,wikidata,other fields,other versions,photographer,camera coord,attribution,collection,genre,object type,source/photographer,current location
Drawing of Abbie Sweetwine treating injured.jpg,information,[],"[""\nAir Force Medical Service Art, Photo by: AFSG Public Affairs""]",[],"[""English:"", ""Lt Abbie Sweetwine, \""The Angel of Platform 6\"", African-American nurse treating injured during the 1952 \nHarrow and Wealdstone rail crash. VIRIN: 160128-F-EX708-007.JPG""]",[],[],"[""\n3 February 2016""]",[],[],[],[],[],[],[],[],[],[],[],[],[],"[""History Remembers Lt Abbie Sweetwine, \u201cThe Angel of Platform 6\u201d"", "", more details at"", ""Air Force Medical Service Art""]",[],[],[],[],[],[],[],[],[],[],[],[],[]
Jan van Eyck 070.jpg,artwork,"[""Jan van Eyck"", ""(circa 1390"", ""date QS:P,+1390\u201300\u201300T00:00:00Z/9,P1480,Q5727902"", ""\u20131441)"", ""Alternative names"", ""Jean van Eyck, Johannes van Eyck"", ""Description"", ""Southern Netherlandish painter, drawer and"", ""manuscript illuminator"", ""Date of birth/death"", ""circa 1390"", ""date QS:P,+1390-00-00T00:00:00Z/9,P1480,Q5727902"", ""before 9 June 1441"", ""date QS:P,+1441-06-09T00:00:00Z/7,P1326,+1441-06-09T00:00:00Z/11"", ""Location of birth/death"", ""Maaseik"", ""Bruges"", ""Work location"", ""The Hague"", ""(1422),"", ""Bruges"", ""(1425),"", ""Lille"", ""(1425\u20131428),"", ""Bruges"", ""(1431\u20131441)"", ""Authority control"", "":"", ""Q102272"", ""VIAF"", "":"", ""54156267"", ""ISNI"", "":"", ""0000 0001 2101 4186"", ""ULAN"", "":"", ""500116209"", ""LCCN"", "":"", ""n50048855"", ""NLA"", "":"", ""35072913"", ""WorldCat"", ""artist QS:P170,Q102272""]",[],"[""The Virgin of chancellor Rolin"", ""."", ""Alternative title(s):"", ""Chancellor Rolin praying before the Virgin, known as The Virgin of chancellor Rolin"", ""."", ""[1]""]","[""sacra conversazione""]","[""Virgin Mary"", ""Child Jesus"", ""Nicolas Rolin""]",[],"[""circa 1435"", ""date QS:P571,+1435-00-00T00:00:00Z/9,P1480,Q5727902""]","[""oil"", ""on"", ""panel"", ""medium QS:P186,Q296955;P186,Q287,P518,Q861259""]","[""\n66 \u00d7 62 cm (25.9 \u00d7 24.4 in)""]",[],[],"[""INV 1271""]",[],[],"[""1434/1435: commissioned by Nicolas Rolin (\u20201462) for the \u00c9glise Notre-Dame du Ch\u00e2tel d'Autun,"", ""Autun"", ""by 1794: \u00c9glise Coll\u00e9giale d'Autun, Autun"", ""1794: transferred to the Notre Dame d'Autun, Autun"", ""1796: nationalized"", ""1800: transferred to the Mus\u00e9e Napol\u00e9on (now"", ""Louvre"", ""),"", ""Paris""]",[],[],[],"[""Inscription on the list, top:"", ""A.\u2019C.IXH.XAN""]","[""described at URL"", "":"", ""http://www.louvre.fr/oeuvre-notices/la-vierge-du-chancelier-rolin"", ""("", ""French"", "")"", ""described at URL"", "":"", ""http://www.louvre.fr/en/oeuvre-notices/virgin-chancellor-rolin"", ""("", ""English"", "")"", ""described at URL"", "":"", ""http://www.louvre.fr/zh/oeuvre-notices/\u300a\u5bb0\u76f8\u6d1b\u5170\u7684\u5723\u6bcd\u300b"", ""("", ""Mandarin Chinese"", "")"", ""described at URL"", "":"", ""Web Gallery of Art \u056f\u0561\u0575\u0584"", ""Joconde database"", "":  entry"", ""00000081347"", ""Mus\u00e9e du Louvre,"", ""Atlas database"", "":  entry"", ""23981"", ""RKDimages, Art-work number 2110"", "".""]",[],"[""[1]""]",[],[],[],"[""Version from cgfa.sunsite.dk"", ""Detail Nicholas Rolin""]",[],[],[],"[""Louvre Museum"", ""("", ""Inventory"", "")"", ""Native name"", ""Mus\u00e9e du Louvre"", ""Parent institution"", ""\u00c9tablissement public du mus\u00e9e du Louvre"", ""Location"", ""Paris"", ""Coordinates"", ""48\u00b0\u00a051\u2032\u00a037.422\u2033\u00a0N, 2\u00b0\u00a020\u2032\u00a015.356\u2033\u00a0E"", ""Established"", ""1793"", ""Web page"", ""www.louvre.fr"", ""Authority control"", "":"", ""Q19675"", ""VIAF"", "":"", ""257711507"", ""ISNI"", "":"", ""0000 0001 2260 177X"", ""ULAN"", "":"", ""500125189"", ""LCCN"", "":"", ""n80020283"", ""NLA"", "":"", ""35912436"", ""WorldCat"", ""institution QS:P195,Q19675""]","[""religious art""]","[""painting"", ""/"", ""ex-voto""]","[""The Yorck Project (2002)"", ""10.000 Meisterwerke der Malerei"", ""(DVD-ROM), distributed by"", ""DIRECTMEDIA"", ""Publishing GmbH."", ""ISBN"", "":"", ""3936122202"", "".""]","[""Department of Paintings of the Louvre"", ""Belgium""]"
"Northern India, Uttar Pradesh, Allahabad, Mughal period - The Adoration of the Shepherds, from a Mirror of Holiness (Mir'at al-quds) - 2005.145.6 - Cleveland Museum of Art.tif",artwork,[],[],"[""The Adoration of the Shepherds, from a Mirror of Holiness (Mir\u2019at al-quds) of Father Jerome Xavier""]","[""Without reading the text, it would be difficult to identify the adorers in Portuguese dress. They are the shepherds who have come to worship the newborn Christ child, held out for viewing by Mary, depicted in relatively large scale. Mary and Jesus stand in a fenced enclosure, evocative of a sacred space within a rather sumptuous setting with pseudo-Renaissance Ionic columns and heavy red draperies. The finishing details on this painting, such as two of the shepherds' feet, the tile patterning, and probably arabesques, have notbeen completed. The two books are often included in Mughal representations of Christians, indicatingthat they, like Muslims, are also people of the book.""]",[],[],"[""between 1602 and 1604"", ""date QS:P571,+1602-00-00T00:00:00Z/8,P1319,+1602-00-00T00:00:00Z/9,P1326,+1604-00-00T00:00:00Z/9""]","[""\nOpaque watercolor, ink, and gold on paper""]","[""\nSheet: 26.2 x 15.6 cm (10 5/16 x 6 1/8 in.); Image: 20 x 11.2 cm (7 7/8 x 4 7/16 in.)""]",[],[],"[""2005.145.6""]","[""\nNorthern India, Uttar Pradesh, Allahabad, Mughal period""]",[],[],[],"[""\nJohn L. Severance Fund""]",[],[],[],[],[],[],[],[],[],[],[],[],"[""Cleveland Museum of Art"", ""Native name"", ""Cleveland Museum of Art"", ""Location"", ""Cleveland"", "","", ""United States of America"", ""Coordinates"", ""41\u00b0\u00a030\u2032\u00a032\u2033\u00a0N, 81\u00b0\u00a036\u2032\u00a042\u2033\u00a0W"", ""Established"", ""1913 (Officially opened in 1916)"", ""Web page"", ""www.clevelandart.org"", ""Authority control"", "":"", ""Q657415"", ""VIAF"", "":"", ""125472356"", ""ISNI"", "":"", ""0000 0004 1936 7873"", ""ULAN"", "":"", ""500209693"", ""LCCN"", "":"", ""n78087650"", ""NLA"", "":"", ""35029027"", ""WorldCat"", ""institution QS:P195,Q657415""]",[],"[""manuscript"", ""object_type QS:P31,Q87167""]","[""https://clevelandart.org/art/2005.145.6""]","[""Indian and Southeast Asian Art""]"
"Christ the True Vine icon (Athens, 16th century).jpg",artwork,"[""Anonymous"", ""Unknown author"", "".""]",[],"[""English:"", ""Eastern Orthodox"", ""icon"", ""of"", ""Jesus Christ"", ""as the"", ""True Vine"", ""."", ""\u0420\u0443\u0441\u0441\u043a\u0438\u0439:"", ""\u041b\u043e\u0437\u0430 \u0418\u0441\u0442\u0438\u043d\u043d\u0430\u044f (\u0412\u0438\u043d\u043e\u0433\u0440\u0430\u0434\u043d\u0430\u044f \u043b\u043e\u0437\u0430)."", ""Deutsch:"", ""Christus, der wahre Weinstock""]",[],[],[],"[""16"", ""th"", ""century"", ""date QS:P571,+1550-00-00T00:00:00Z/7""]",[],"[""\n35 \u00d7 39 cm (13.7 \u00d7 15.3 in).""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""English:"", ""Byzantine & Christian Museum"", "","", ""Athens"", "", Greece."", ""\u0420\u0443\u0441\u0441\u043a\u0438\u0439:"", ""\u0412\u0438\u0437\u0430\u043d\u0442\u0438\u0439\u0441\u043a\u0438\u0439 \u043c\u0443\u0437\u0435\u0439 \u0432 \u0410\u0444\u0438\u043d\u0430\u0445.""]",[],"[""painting"", ""object_type QS:P31,Q3305213""]","[""http://lib.pstgu.ru/icons/index.php?option=com_content&view=category&layout=blog&id=2&Itemid=4"", "".""]",[]
5201-king-david-in-prayer-pieter-de-grebber.jpg,artwork,"[""Pieter de Grebber"", ""(circa 1600"", ""date QS:P,+1600\u201300\u201300T00:00:00Z/9,P1480,Q5727902"", ""\u20131652/1653)"", ""Alternative names"", ""Frans de Grebber (I), Pieter de Grebber"", ""Description"", ""Dutch painter, drawer, etcher and ornamental painter"", ""Date of birth/death"", ""circa 1600"", ""date QS:P,+1600-00-00T00:00:00Z/9,P1480,Q5727902"", ""between 24 September 1652 and 29 January 1653"", ""date QS:P,+1652-00-00T00:00:00Z/8,P1319,+1652-09-24T00:00:00Z/11,P1326,+1653-01-29T00:00:00Z/11"", ""Location of birth/death"", ""Haarlem"", ""Haarlem"", ""Work period"", ""between circa 1621 and circa 1652"", ""date QS:P,+1650-00-00T00:00:00Z/7,P1319,+1621-00-00T00:00:00Z/9,P1326,+1652-00-00T00:00:00Z/9,P1480,Q5727902"", ""/1653"", ""Work location"", ""Haarlem"", ""(between circa 1621 and circa 1652"", ""date QS:P,+1650-00-00T00:00:00Z/7,P1319,+1621-00-00T00:00:00Z/9,P1326,+1652-00-00T00:00:00Z/9,P1480,Q5727902"", ""),"", ""Denmark"", "","", ""Delft"", ""(1638),"", ""The Hague"", ""(1638, 1646, 1648, 1650)"", ""Authority control"", "":"", ""Q512817"", ""VIAF"", "":"", ""73721232"", ""ISNI"", "":"", ""0000 0000 4754 6554"", ""ULAN"", "":"", ""500019400"", ""LCCN"", "":"", ""nr92037335"", ""WGA"", "":"", ""GREBBER, Pieter de"", ""WorldCat"", ""artist QS:P170,Q512817""]",[],"[""King David in Prayer"", "".""]",[],[],[],"[""\ncirca 1635-1640""]","[""oil on canvas"", ""medium QS:P186,Q296955;P186,Q12321255,P518,Q861259""]","[""Height: 94 cm (37 in); Width: 84.5 cm (33.2 in)"", ""dimensions QS:P2048,94U174728"", ""dimensions QS:P2049,84.5U174728""]",[],[],"[""StCC s00028""]",[],[],"[""July 1637:  sale of the collection of Frans Pietersz. de Grebber at Jan Plevier, Heemstede, lot no. 24 (as \u2018een David van Grebber\u2019) (?)"", ""between 28 October 1895 and 29 October 1895"", ""date QS:P,+1895-10-00T00:00:00Z/10,P1319,+1895-10-28T00:00:00Z/11,P1326,+1895-10-29T00:00:00Z/11"", "":  sale of the collection of Dr. Krauspe at an unknown auction house,"", ""Berlin"", "", lot no. 8 (as Ferdinand Bol)"", ""1895:  acquired by Otto Wesendonk"", ""from 1909 until 1935"", ""date QS:P,+1950-00-00T00:00:00Z/7,P580,+1909-00-00T00:00:00Z/9,P582,+1935-00-00T00:00:00Z/9"", "":  lent to the Provincialmuseum Bonn by the estate of Wesendonk"", ""27 November 1935:  sale of the collection of Wesendonk-Von Bissing at Lempertz,"", ""Cologne"", "", lot no. 41 (as Pieter de Grebber)"", ""1936:  acquired by Malmed\u00e9 (art dealer),"", ""Cologne"", ""10 July 1968:  sale of the collection of The Prince de Ligne"", ""et al"", "". at Sotheby's,"", ""London"", "", lot no. 41"", ""22 May 1986:  anonymous sale at Lempertz,"", ""Cologne"", ""(auction house), lot no. 40"", ""1986:  acquired by Jacques Vellen (art dealer),"", ""Heerlen"", ""1986:  purchased by the Museum Catharijneconvent,"", ""Utrecht"", "", from Jacques Vellen, Heerlen""]","[""Hollands Classicisme in de zeventiende-eeuwse schilderkunst"", "", Museum Boijmans Van Beuningen, Rotterdam, 25 September 1999\u20139 January 2000, cat.:"", ""ISBN\u00a090-5662-120-3"", "", cat.no. 17."", ""Verborgen verhalen\u00a0: oude meesters uit eigen collectie"", "", 2 June 2011\u20134 September 2011, Museum Catharijneconvent, Utrecht.""]","[""\nPurchased by the Museum Catharijneconvent with support of the Vereniging Rembrandt""]",[],[],"[""RKDimages, Art-work number 2403"", "", as"", ""De berouwvolle David kiest uit drie plagen: (1 Kronieken 21:9 ff. & 2 Samuel 24:13)"", "", circa 1635-1640 (1635-1640)."", ""Vereniging Rembrandt"", "", as"", ""Berouwvolle David kiest uit drie plagen"", "", circa 1635-1640."", ""Web Gallery of Art"", "", as"", ""King David in Prayer"", "", 1635-1640.""]",[],[],[],[],[],[],[],[],[],"[""Museum Catharijneconvent"", ""Native name"", ""Museum Catharijneconvent"", ""Location"", ""Utrecht"", ""Coordinates"", ""52\u00b0\u00a005\u2032\u00a014\u2033\u00a0N, 5\u00b0\u00a007\u2032\u00a027.002\u2033\u00a0E"", ""Established"", ""1979"", ""Web page"", ""www.catharijneconvent.nl"", ""Authority control"", "":"", ""Q1954426"", ""VIAF"", "":"", ""152743245"", ""ISNI"", "":"", ""0000 0004 1785 0247"", ""ULAN"", "":"", ""500312134"", ""LCCN"", "":"", ""n83141426"", ""GND"", "":"", ""1076276520"", ""WorldCat"", ""institution QS:P195,Q1954426""]",[],"[""painting"", ""object_type QS:P31,Q3305213""]","[""Web Gallery of Art"", "":"", ""Image"", ""Info about artwork"", ""reference_wga QS:P973,\"""", ""http://www.wga.hu/html/g/grebber/kingdavi.html"", ""\""""]",[]
Christ feeding the multitude.jpg,information,[],"[""Unknown author"", ""Unknown author""]",[],"[""\nChrist feeding the multitude (Coptic icon)""]",[],[],"[""Unknown date"", ""Unknown date""]",[],[],[],[],[],[],[],[],[],[],[],[],[],"[""http://www.copticcentre.com/copticicons.html""]","[""Public domain"", ""Public domain"", ""false"", ""false"", ""This work is in the"", ""public domain"", ""in its country of origin and other countries and areas where the"", ""copyright term"", ""is the author's"", ""life plus 70 years or fewer"", ""."", ""You must also include a"", ""United States public domain tag"", ""to indicate why this work is in the public domain in the United States.\u00a0Note that a few countries have copyright terms longer than 70 years: Mexico has 100 years, Jamaica has 95 years, Colombia has 80 years, and Guatemala and Samoa have 75 years. This image may"", ""not"", ""be in the public domain in these countries, which moreover do"", ""not"", ""implement the"", ""rule of the shorter term"", "". C\u00f4te d'Ivoire has a general copyright term of 99 years and Honduras has 75 years, but they"", ""do"", ""implement the rule of the shorter term. Copyright may extend on works created by French who died for France in"", ""World War II"", ""("", ""more information"", ""), Russians who served in"", ""the Eastern Front of World War II"", ""(known as the Great Patriotic War in Russia) and posthumously"", ""rehabilitated"", ""victims of Soviet repressions ("", ""more information"", "")."", ""This file has been identified as being free of known restrictions under copyright law, including all related and neighboring rights."", ""https://creativecommons.org/publicdomain/mark/1.0/"", ""PDM"", ""Creative Commons Public Domain Mark 1.0"", ""false"", ""false""]",[],[],[],[],[],[],[],[],[],[],[],[]
Statue bourgeois calais rodin.jpg,artwork,"[""Auguste Rodin"", ""(1840\u20131917)"", ""Description"", ""French sculptor, graphic artist, drawer and photographer"", ""Date of birth/death"", ""13 November 1840 / 12 November 1840"", ""17 November 1917"", ""Location of birth/death"", ""Paris"", ""Meudon"", ""Work location"", ""Paris"", "","", ""Meudon"", ""Authority control"", "":"", ""Q30755"", ""VIAF"", "":"", ""36923874"", ""ISNI"", "":"", ""0000 0001 2128 0580"", ""ULAN"", "":"", ""500016619"", ""LCCN"", "":"", ""n79090126"", ""NLA"", "":"", ""35458511"", ""WorldCat"", ""artist QS:P170,Q30755""]",[],"[""The Burghers of Calais""]","[""Fran\u00e7ais\u00a0:"", ""L'arri\u00e8re plan de cette photo est l'H\u00f4tel de Ville de Calais car la statue est pr\u00e9sente juste devant.""]",[],[],"[""from 1884 until 1895"", ""date QS:P571,+1850-00-00T00:00:00Z/7,P580,+1884-00-00T00:00:00Z/9,P582,+1895-00-00T00:00:00Z/9""]","[""bronze"", ""medium QS:P186,Q34095""]",[],[],[],"[""1989.407"", ""("", ""Metropolitan Museum of Art"", "")""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""place de l\u2019h\u00f4tel de ville; Soldat Inconnu (Unknown Soldier) square in"", ""Calais"", ""France""]","[""sculptural group""]","[""group of casts""]",[],[]
Apostles Christ ivory Louvre OA3850.jpg,artwork,"[""Unknown artist"", ""Unknown artist"", ""("", ""Gaul"", "")""]",[],[],"[""English:"", ""Left liptych leaf representing the Christ and two apostles."", ""Fran\u00e7ais\u00a0:"", ""Feuillet gauche d'un diptyque repr\u00e9sentant le Christ entour\u00e9 de deux ap\u00f4tres.""]",[],[],"[""5"", ""th"", ""century"", ""date QS:P571,+450-00-00T00:00:00Z/7""]","[""ivory"", ""medium QS:P186,Q82001""]",[],[],[],"[""OA"", ""3850""]",[],[],"[""\ncollection of Ernest Odiot""]",[],"[""1889:  purchased"", ""1894:  deposited to"", ""Louvre Museum"", ""by Mus\u00e9e Crozatier, Puy-en-Velay""]",[],[],"[""Mus\u00e9e du Louvre,"", ""Atlas database"", "":  entry"", ""6140""]",[],"[""Public domain"", ""Public domain"", ""false"", ""false"", ""This work is in the"", ""public domain"", ""in its country of origin and other countries and areas where the"", ""copyright term"", ""is the author's"", ""life plus 100 years or fewer"", ""."", ""This work is in the"", ""public domain"", ""in the"", ""United States"", ""because it was"", ""published"", ""(or registered with the"", ""U.S. Copyright Office"", "") before January 1, 1926."", ""This file has been identified as being free of known restrictions under copyright law, including all related and neighboring rights."", ""https://creativecommons.org/publicdomain/mark/1.0/"", ""PDM"", ""Creative Commons Public Domain Mark 1.0"", ""false"", ""false""]",[],[],[],[],[],[],[],"[""Louvre Museum"", ""("", ""Inventory"", "")"", ""Native name"", ""Mus\u00e9e du Louvre"", ""Parent institution"", ""\u00c9tablissement public du mus\u00e9e du Louvre"", ""Location"", ""Paris"", ""Coordinates"", ""48\u00b0\u00a051\u2032\u00a037.422\u2033\u00a0N, 2\u00b0\u00a020\u2032\u00a015.356\u2033\u00a0E"", ""Established"", ""1793"", ""Web page"", ""www.louvre.fr"", ""Authority control"", "":"", ""Q19675"", ""VIAF"", "":"", ""257711507"", ""ISNI"", "":"", ""0000 0001 2260 177X"", ""ULAN"", "":"", ""500125189"", ""LCCN"", "":"", ""n80020283"", ""NLA"", "":"", ""35912436"", ""WorldCat"", ""institution QS:P195,Q19675""]",[],[],[],"[""Moyen-Age,"", ""room 1:  Charlemagne"", ""."", ""Richelieu,  1"", ""st"", ""floor."", ""This work is part of the collections of the Louvre (Department of Decorative Arts).""]"
Picnic tournai tapisserie.jpg,information,[],"[""Photograph:"", ""Jebulon""]",[],"[""English:"", ""Close up of the hanging tapestry of the"", ""parable of the prodigal son"", "", probably from Tournai, beginning XVIth century, showing a picnic. Hospices de Beaune, France. Wool and silk."", ""Fran\u00e7ais\u00a0:"", ""D\u00e9tail de la tenture de la"", ""parabole du Fils Prodigue"", "", probablement de Tournai, 1er quart du 16e si\u00e8cle, montrant une f\u00eate champ\u00eatre. Hospices de Beaune, France. Laine et soie.""]",[],[],"[""Early 16"", ""th"", ""century"", ""date QS:P,+1550-00-00T00:00:00Z/7"", "", 10 July 2010 for the photograph""]",[],[],[],[],[],[],[],[],[],[],[],[],[],"[""Photograph is"", ""Own work"", "". Probably Tournai for the tapestry.""]",[],[],[],[],[],[],[],[],[],[],[],[],[]
Tree of Jesse Louvre OA10428.jpg,artwork,"[""Unknown artist"", ""Unknown artist""]",[],[],"[""English:"", ""The Tree of Jesse, representing the ancestry of Jesus Christ. Ivory panel from Bamberg (?), Bavaria, ca. 1200."", ""Fran\u00e7ais\u00a0:"", ""L'Arbre de Jess\u00e9, repr\u00e9sentation de la g\u00e9n\u00e9alogie du Christ. Panneau en ivoire de Bamberg (?), en Bavi\u00e8re, v. 1200.""]",[],[],[],[],[],[],[],"[""OA 10428""]",[],[],[],[],"[""Purchase, 1972 (with the"", ""Metropolitan Museum of Art"", "", New York)""]",[],[],[],[],[],[],[],[],[],[],[],[],"[""Louvre Museum"", ""("", ""Inventory"", "")"", ""Native name"", ""Mus\u00e9e du Louvre"", ""Parent institution"", ""\u00c9tablissement public du mus\u00e9e du Louvre"", ""Location"", ""Paris"", ""Coordinates"", ""48\u00b0\u00a051\u2032\u00a037.422\u2033\u00a0N, 2\u00b0\u00a020\u2032\u00a015.356\u2033\u00a0E"", ""Established"", ""1793"", ""Web page"", ""www.louvre.fr"", ""Authority control"", "":"", ""Q19675"", ""VIAF"", "":"", ""257711507"", ""ISNI"", "":"", ""0000 0001 2260 177X"", ""ULAN"", "":"", ""500125189"", ""LCCN"", "":"", ""n80020283"", ""NLA"", "":"", ""35912436"", ""WorldCat"", ""institution QS:P195,Q19675""]",[],[],"[""Jastrow"", ""(2005)""]","[""Department of Decorative Arts, Richelieu, first floor, room 2""]"
