qid,local_filename,local_identifier,rank,label,notes,kilobytes,height,width,photo_inception,subdir
Q102977211,1970.011.tif,1970.011,primary,,,74977,2946,4342,2012-05-02,1970
Q102977224,1966-001.tif,1966.001,primary,,,35314,2486,2423,2020-08-20,1966
Q102977340,2012.008dd.tif,2012.008dd,primary,,,34672,3928,3011,2013-05-31,2012
Q102977350,1974.017.tif,1974.017,primary,,,59660,3184,3196,2014-08-10,1974
Q102977358,1982.094.tif,1982.094,primary,,,36866,3548,3544,2014-11-06,1982
Q102977377,2017.001.035.tif,2017.001.035,primary,,,2812,853,1125,2018-06-13,2017
Q102977529,1982.093.tif,1982.093,primary,,,37028,3564,3544,2014-11-06,1982
Q102977536,2010.013.tif,2010.013,primary,,,53385,1859,4899,2012-12-05,2010
Q103296142,2015.075.43.tif,2015.075.43,primary,,,83202,4488,3163,2016-11-16,2015
Q103296148,2015.075.42.tif,2015.075.42,primary,,,76491,4283,3047,2016-11-16,2015
Q103296160,2015.075.40.tif,2015.075.40,primary,,,75122,4302,2979,2016-11-16,2015
Q103296168,2015.075.44.tif,2015.075.44,primary,,,83694,4496,3176,2016-11-16,2015
Q103296177,2016.002.02.tif,2016.002.02,primary,,,60030,3543,2890,2016-03-22,2016
Q103296183,2016.002.05.tif,2016.002.05,primary,,,76503,3639,3586,2016-03-22,2016
Q103296194,2016.002.06.tif,2016.002.06,primary,,,22831,2226,1748,2016-03-22,2016
Q103296205,2016.002.07.tif,2016.002.07,primary,,,23456,2287,1748,2016-03-22,2016
Q103296215,2016.002.08.tif,2016.002.08,primary,,,53202,3270,2775,2016-03-22,2016
Q103296222,2016.002.09.tif,2016.002.09,primary,,,54050,3268,2821,2016-03-22,2016
Q103296231,2016.002.10.tif,2016.002.10,primary,,,44194,3345,2253,2016-03-22,2016
Q103296240,2016.002.11.tif,2016.002.11,primary,,,43292,3315,2227,2016-03-22,2016
Q103296252,2016.002.12.tif,2016.002.12,primary,,,13139,1781,1256,2016-03-22,2016
Q103296266,2016.002.13.tif,2016.002.13,primary,,,13348,1788,1271,2016-03-22,2016
Q103296274,2016.002.14.tif,2016.002.14,primary,,,13339,1801,1261,2016-03-22,2016
Q103296286,2016.002.15.tif,2016.002.15,primary,,,30087,2402,2135,2016-03-22,2016
Q103296295,2016.002.16.tif,2016.002.16,primary,,,30393,2415,2145,2016-03-22,2016
Q103296300,2016.002.17.tif,2016.002.17,primary,,,30872,2437,2159,2016-03-22,2016
Q103296306,2016.002.18.tif,2016.002.18,primary,,,30874,2426,2169,2016-03-22,2016
Q103296311,2016.002.19.tif,2016.002.19,primary,,,30540,2409,2161,2016-03-22,2016
Q103296385,1979.1245P.jpg,1979.1245P,primary,,,861,2327,1660,2016-01-12,1979
Q103296392,2001.184.tif,2001.184,primary,,,81954,4951,2824,2016-04-05,2001
Q103296400,2000.054.tif,2000.054,primary,,,87930,4841,3099,2016-07-11,2000
Q103296464,1975.034.tif,1975.034,primary,,,71785,3938,3110,2014-07-29,1975
Q103296468,1975.046.tif,1975.046,primary,,,67005,3858,2963,2014-07-29,1975
Q103296490,2004.019.tif,2004.019,primary,,,6950,1725,1369,2010-02-18,2004
Q103296548,1972.079.tif,1972.079,primary,,,18130,2109,2934,2010-02-09,1972
Q103296618,2002.023.jpg,2002.023,primary,,,142,327,234,2006-07-26,2002
Q103296626,1970.003.jpg,1970.003,primary,,,177,342,257,2006-07-26,1970
Q103296684,1997.087.tif,1997.087,primary,,,84274,4314,3333,2012-07-04,1997
Q103296722,1997.071.tif,1997.071,primary,,,65660,3830,2925,2012-07-04,1997
Q103296729,2016.005.24.tif,2016.005.24,primary,,,75387,4396,2926,2016-10-31,2016
Q103296734,1988.085.tif,1988.085,primary,,,93823,4863,3292,2012-05-02,1988
Q103296772,1972.014.tif,1972.014,primary,,,23441,3256,2454,2010-04-08,1972
Q103296797,2016.013.5.tif,2016.013.5,primary,,,54448,3315,2802,2016-11-16,2016
Q103296807,2003.032.jpg,2003.032,primary,,,136,375,236,2010-02-23,2003
Q103296815,1988.036.tif,1988.036,primary,,,71015,5768,4201,2010-09-16,1988
Q103296829,2004.003.tif,2004.003,primary,,,20561,2971,2362,2010-03-01,2004
Q103296857,2005.037.tif,2005.037,primary,,,55905,4165,2290,2016-03-04,2005
Q103296873,1956.031.jpg,1956.031,primary,,,16,225,141,2010-02-22,1956
Q103296880,1992.395.tif,1992.395,primary,,,19850,2907,2327,2010-09-09,1992
Q103296921,2015.075.51.tif,2015.075.51,primary,,,77310,4065,3245,2016-11-16,2015
Q103296940,1999.094.tif,1999.094,primary,,,66987,3960,2886,2012-08-09,1999
Q103296966,1997.045.tif,1997.045,primary,,,68121,3911,2971,2012-07-04,1997
Q103296971,1996.017.tif,1996.017,primary,,,58023,3669,2698,2012-03-22,1996
Q103296978,1997.148.tif,1997.148,primary,,,58660,3751,2668,2012-03-22,1997
Q103296995,1997.111c.tif,1997.111c,primary,,,69957,4894,3659,2015-09-29,1997
Q103297004,2001.046.tif,2001.046,primary,,,84679,4825,2994,2016-03-31,2001
Q103297016,1985.014.tif,1985.014,primary,,,57191,3392,2876,2012-06-28,1985
Q103297058,1997.073.tif,1997.073,primary,,,81332,4435,3129,2012-07-03,1997
Q103297078,2015.075.33.tif,2015.075.33,primary,,,78309,4360,3064,2016-11-16,2015
Q103297096,2001.026.tif,2001.026,primary,,,78019,4715,2823,2016-04-05,2001
Q103297180,1979.0775P.tif,1979.0775P,primary,,,75671,4196,3077,2012-03-21,1979
Q103297242,2013.022.tif,2013.022,primary,,,73435,4253,2946,2013-01-29,2013
Q103297278,1999.007.tif,1999.007,primary,,,78377,4240,3154,2012-07-04,1999
Q103297284,1997.050.tif,1997.050,primary,,,80739,4457,3091,2012-07-04,1997
Q103297378,2015.075.41.tif,2015.075.41,primary,,,75903,4348,2978,2016-11-16,2015
Q103297408,2015.037c.tif,2015.037c,primary,,,42971,3798,2896,2015-09-22,2015
Q103297421,2001.010.tif,2001.010,primary,,,84709,4830,2992,2016-04-05,2001
Q103297445,1979.0683.jpg,1979.0683P,primary,,,96,600,400,2006-10-30,1979
Q103297469,1981.018.tif,1981.018,primary,,,42639,3127,2326,2012-03-22,1981
Q103297493,2015.037y.tif,2015.037y,primary,,,43966,3833,2936,2015-09-22,2015
Q103297548,2004.050.jpg,2004.050,primary,,,56,316,221,2010-02-24,2004
Q103297555,1988.073.tif,1988.073,primary,,,79944,4287,3182,2014-02-12,1988
Q103297567,1971.067.tif,1971.067,primary,,,70146,4072,2939,2012-07-03,1971
Q103297608,1979.1198P.tif,1979.1198P,primary,,,87966,4786,3136,2012-09-13,1979
Q103297671,1980.086.tif,1980.086,primary,,,67822,3854,3002,2012-07-03,1980
Q103297805,1979.0179.tif,1979.0179,primary,,,44201,4269,3532,2012-06-12,1979
Q103297814,2017.001.036.jpg,2017.001.036,primary,,,1671,2851,1935,2018-06-19,2017
Q103297822,2017.001.038.tif,2017.001.038,primary,,,23012,2844,2071,2018-06-14,2017
Q103297827,2017.001.039.tif,2017.001.039,primary,,,22501,2844,2025,2018-06-14,2017
Q103297833,2017.001.037.tif,2017.001.037,primary,,,22623,2844,2036,2018-06-14,2017
Q103297932,1988.049.tif,1988.049,primary,,,16171,3659,1506,2010-11-11,1988
Q103297957,1970.034.JPG,1970.034,primary,,,1720,2448,3264,2017-04-13,1970
Q103298005,1995.028.tif,1995.028,primary,,,74128,4385,2884,2015-06-11,1995
Q103298011,1995.030.tif,1995.030,primary,,,76659,4429,2953,2012-06-28,1995
Q103298024,1979.0055.tif,1979.0055,primary,,,57712,4529,2174,2012-06-28,1979
Q103298201,2001.041.tif,2001.041,primary,,,63287,4091,2639,2016-03-31,2001
Q103298342,1988.017.jpg,1988.017,primary,,,101,755,591,2010-02-22,1988
Q103298448,1992.392.tif,1992.392,primary,,,19422,2828,2340,2010-09-09,1992
Q103298467,2015.037z.tif,2015.037z,primary,,,43801,3833,2925,2015-09-22,2015
Q103298548,1979.1187P.tif,1979.1187P,primary,,,46839,3316,2409,2012-09-13,1979
Q103298596,1992.300.tif,1992.300,primary,,,52445,3159,2832,2012-03-20,1992
Q103298601,1992.304.tif,1992.304,primary,,,47982,3090,2649,2012-03-20,1992
Q103298639,2017.001.054.tif,2017.001.054,primary,,,46650,4067,2936,2018-06-20,2017
Q103298672,2015.075.30.tif,2015.075.30,primary,,,80107,4403,3104,2016-11-16,2015
Q103298699,1979.0763P.tif,1979.0763P,primary,,,81071,4236,3265,2012-08-02,1979
Q103298710,2015.037i.tif,2015.037i,primary,,,43664,3821,2925,2015-09-22,2015
Q103298720,2017.001.028.jpg,2017.001.028,primary,,,1742,2850,2242,2018-06-19,2017
Q103298804,2015.075.14.tif,2015.075.14,primary,,,84604,4484,3219,2016-11-16,2015
Q103298841,1957.043.jpg,1957.043,primary,,,34,442,306,2010-02-22,1957
Q103298908,1979.0083.tif,1979.0083,primary,,,93160,4833,3289,2013-04-02,1979
Q103298936,2000.002.png,2000.002,primary,,,663,636,558,2020-04-22,2000
Q103298961,2015.037mm.tif,2015.037mm,primary,,,43918,3821,2942,2015-09-22,2015
Q103298968,1969.075.jpg,1969.075,primary,,,256,482,360,2007-02-06,1969
Q103298994,2004.014.tif,2004.014,primary,,,7462,2092,1213,2010-02-25,2004
Q103299020,2001.014.tif,2001.014,primary,,,89689,4912,3115,2016-07-07,2001
Q103299028,2017.001.047.tif,2017.001.047,primary,,,46448,3911,3040,2018-06-13,2017
Q103299032,2017.001.048.tif,2017.001.048,primary,,,46472,3876,3069,2018-06-13,2017
Q103299038,2017.001.046.jpg,2017.001.046,primary,,,1889,2717,2025,2018-06-19,2017
Q103299074,2015.075.23.tif,2015.075.23,primary,,,85745,4538,3224,2016-11-16,2015
Q103299105,2017.001.050.tif,2017.001.050,primary,,,15340,2388,1644,2018-06-14,2017
Q103299175,2015.075.12.tif,2015.075.12,primary,,,83341,4500,3160,2016-11-16,2015
Q103299199,2015.037ee.tif,2015.037ee,primary,,,44023,3838,2936,2015-09-22,2015
Q103299206,1999.001.tif,1999.001,primary,,,75091,4245,3018,2012-07-03,1999
Q103299231,1979.0075.tif,1979.0075,primary,,,83865,4280,3343,2013-04-02,1979
Q103299311,2018.007.jpg,2018.007,primary,,,130,880,587,2018-05-11,2018
Q103299359,1969.005.tif,1969.005,primary,,,60511,3727,2770,2014-08-10,1969
Q103299365,2003.010.JPG,2003.010,primary,,,1131,3175,1317,2017-08-28,2003
Q103299393,1969.072.tif,1969.072,primary,,,72149,3906,3151,2012-08-02,1969
Q103299490,1982.072.tif,1982.072,primary,,,12753,2381,1828,2010-02-09,1982
Q103299501,1997.066.tif,1997.066,primary,,,78123,4349,3065,2012-07-04,1997
Q103299543,1982.071.tif,1982.071,primary,,,12485,2553,1665,2011-01-27,1982
Q103299557,2001.042.tif,2001.042,primary,,,85279,4919,2958,2016-07-07,2001
Q103299587,2005.040.tif,2005.040,primary,,,100443,4690,3654,2016-03-04,2005
Q103299680,1992.404.tif,1992.404,primary,,,48833,5066,3290,2010-09-22,1992
Q103299688,1996.015.tif,1996.015,primary,,,74582,4240,3001,2012-07-04,1996
Q103299743,2016.013.4.tif,2016.013.4,primary,,,70503,4016,2995,2016-11-10,2016
Q103299751,2015.038x.tif,2015.038x,primary,,,28648,3806,2907,2014-05-21,2015
Q103299814,1979.0077.tif,1979.0077,primary,,,104999,5184,3456,2013-04-02,1979
Q103299836,1979.0807P.tif,1979.0807P,primary,,,69161,3857,3059,2012-08-02,1979
Q103299856,1979.0677P.tif,1979.0677P,primary,,,93590,4990,3200,2012-11-28,1979
Q103299904,1979.0682.tif,1979.0682P,primary,,,22465,2371,3234,2010-03-02,1979
Q103299979,1999.169.tif,1999.169,primary,,,34610,3520,1677,2016-07-11,1999
Q103299983,1986.012.tif,1986.012,primary,,,64934,4091,2708,2012-07-23,1986
Q103300040,1992.399.tif,1992.399,primary,,,17655,2763,2177,2010-09-09,1992
Q103300055,1973.007.tif,1973.007,primary,,,81526,4390,3168,2012-07-03,1973
Q103300103,1979.0347P.tif,1979.0347P,primary,,,41962,3732,2878,2016-02-29,1979
Q103300135,1988.032.tif,1988.032,primary,,,24571,3575,2343,2010-09-15,1988
Q103300332,2020.005.tif,2020.005,primary,,,60071,3519,2912,2020-09-18,2020
Q103300404,1996.014.tif,1996.014,primary,,,76983,4139,3173,2012-07-03,1996
Q103300461,1997.111a.tif,1997.111a,primary,,,69957,4894,3659,2015-09-29,1997
Q103300541,1979.0697P.tif,1979.0697P,primary,,,58317,4748,3144,2012-11-01,1979
Q103300555,2000.003.tif,2000.003,primary,,,27297,3516,2647,2010-04-07,2003
Q103300576,2016.007.4.tif,2016.007.4,primary,,,60158,4655,3308,2016-10-05,2016
Q103300674,2015.038m.tif,2015.038m,primary,,,14995,3816,2919,2014-05-21,2015
Q103300680,2003.008.jpg,2003.008,primary,,,148,359,315,2010-02-23,2003
Q103300723,1992.131.tif,1992.131,primary,,,28923,3744,2634,2010-09-13,1992
Q103300779,2005.031a.tif,2005.031a,primary,,,32090,2496,2193,2012-03-27,2005
Q103300784,2005.031j.tif,2005.031j,primary,,,30927,2473,2133,2012-03-27,2005
Q103300810,2005.031d.tif,2005.031d,primary,,,32146,2521,2175,2012-03-27,2005
Q103300820,2005.031e.tif,2005.031e,primary,,,31110,2475,2144,2012-03-27,2005
Q103300828,2005.031f.tif,2005.031f,primary,,,31250,2485,2145,2012-03-27,2005
Q103300834,2005.031g.tif,2005.031g,primary,,,31142,2481,2141,2012-03-27,2005
Q103300841,2005.031h.tif,2005.031h,primary,,,31020,2478,2135,2012-03-27,2005
Q103300850,2005.031i.tif,2005.031i,primary,,,30533,2445,2130,2012-03-27,2005
Q103300896,1999.062.tif,1999.062,primary,,,80255,4410,3105,2012-07-04,1999
Q103300911,1997.056.tif,1997.056,primary,,,84946,4416,3282,2012-07-03,1997
Q103300968,1979.0080.tif,1979.0080,primary,,,104996,5184,3456,2013-04-02,1979
Q103301006,1979.0342P.tif,1979.0342P,primary,,,48329,5151,3201,2012-06-20,1979
Q103301057,2017.001.034.tif,2017.001.034,primary,,,29023,3363,2209,2018-06-13,2017
Q103301109,2004.007.tif,2004.007,primary,,,20881,3148,2261,2010-02-25,2004
Q103301115,2017.001.029.tif,2017.001.029,primary,,,30346,3132,2480,2018-06-14,2017
Q103301161,2001.009.tif,2001.009,primary,,,73036,4432,2811,2016-04-05,2001
Q103301200,1999.136.tif,1999.136,primary,,,80446,4615,2974,2012-07-04,1999
Q103301243,2015.075.29.tif,2015.075.29,primary,,,78519,4352,3078,2016-11-16,2015
Q103301262,1997.046.tif,1997.046,primary,,,80851,4462,3091,2012-07-04,1997
Q103301362,1979.0178P.tif,1979.0178,primary,,,38043,5438,3579,2010-06-29,1979
Q103301368,1995.049.tif,1995.049,primary,,,74966,4017,3184,2015-07-02,1995
Q103301445,1973.003.jpg,1973.003,primary,,,202,477,360,2007-02-06,1973
Q103301463,1966.005.tif,1966.005,primary,,,40889,4352,3204,2010-06-30,1966
Q103301485,1970-047.tif,1970.047,primary,,,101036,5040,3420,2020-08-19,1970
Q103301493,1989.008.tif,1989.008,primary,,,760,535,349,2010-04-22,1989
Q103301500,1989.009.tif,1989.009,primary,,,25704,3486,2514,2011-01-27,1989
Q103301506,1982.003.tif,1982.003,primary,,,33928,3834,3018,2011-01-27,1982
Q103301510,1982.002.tif,1982.002,primary,,,33704,3796,3028,2011-01-27,1982
Q103301546,2001.017.tif,2001.017,primary,,,88054,4909,3060,2016-04-05,2001
Q103301615,2016.005.17.tif,2016.005.17,primary,,,60314,3906,2634,2016-10-31,2016
Q103301651,1957.020.jpg,1957.020,primary,,,44,409,297,2010-02-22,1957
Q103301665,1979.0694P.tif,1979.0694P,primary,,,85800,4612,3174,2012-03-21,1979
Q103301682,2018.006.jpg,2018.006,primary,,,3694,3130,2316,2017-06-22,2018
Q103301696,2015.038b.tif,2015.038b,primary,,,18830,3827,2919,2014-05-21,2015
Q103301706,2013.019.tif,2013.019,primary,,,79224,4397,3074,2013-01-29,2013
Q103301756,2017.001.033.tif,2017.001.033,primary,,,28132,3276,2198,2018-06-13,2017
Q103301850,1997.063.tif,1997.063,primary,,,76720,4194,3121,2012-07-04,1997
Q103301859,1996.010.tif,1996.010,primary,,,78268,4537,2943,2012-07-03,1996
Q103301871,1997.078.tif,1997.078,primary,,,71207,4051,2999,2012-07-04,1997
Q103301918,2003.048.jpg,2003.048,primary,,,78,303,141,2010-02-23,2003
Q103301940,1970.056.tif,1970.056,primary,,,64119,3542,3088,2014-08-10,1970
Q103302158,2015.075.31.tif,2015.075.31,primary,,,79054,4379,3080,2016-11-16,2015
Q103302193,1997.060.tif,1997.060,primary,,,85058,4478,3241,2012-07-03,1997
Q103302239,1979.0356P.tif,1979.0356P,primary,,,33142,3896,2900,2010-06-30,1979
Q103302290,2003.009.tif,2003.009,primary,,,36556,4753,2625,2010-04-05,2003
Q103302333,1957.034.jpg,1957.034,primary,,,31,501,366,2010-02-22,1957
Q103302340,2003.052.tif,2003.052,primary,,,106340,5057,3588,2015-02-13,2003
Q103304458,1998.041.tif,1998.041,primary,,,19955,4093,1661,2011-04-08,1998
Q103304543,1970.051.tif,1970.051,primary,,,5391,2655,2066,2008-02-18,1970
Q103304548,2001.018.tif,2001.018,primary,,,76327,4923,2645,2016-04-05,2001
Q103304568,1982.070.tif,1982.070,primary,,,18638,2832,2243,2011-01-27,1982
Q103304581,1979.0060.tif,1979.0060,primary,,,70157,4007,2987,2012-06-26,1979
Q103304602,2016.013.1.tif,2016.013.1,primary,,,64797,4151,2663,2016-11-10,2016
Q103304674,1980.096.JPG,1980.096,primary,,,1445,2448,3264,2015-03-25,1980
Q103304694,1976.021.jpg,1976.021,primary,,,221,462,360,2007-02-06,1976
Q103304712,2015.038v.tif,2015.038v,primary,,,24955,3800,2902,2014-05-21,2015
Q103304743,1996.007.tif,1996.007,primary,,,86502,4804,3072,2012-10-18,1996
Q103304756,2017.001.027.tif,2017.001.027,primary,,,33175,3271,2596,2018-06-14,2017
Q103304788,1971.014.tif,1971.014,primary,,,77234,4102,3212,2012-06-28,1971
Q103304902,1992.394.tif,1992.394,primary,,,18103,2723,2265,2010-09-09,1992
Q103304956,1992.132.tif,1992.132,primary,,,25027,3384,2521,2010-09-13,1992
Q103304970,1988.043.jpg,1988.043,primary,,,171,663,324,2006-10-30,1988
Q103305039,1997.074.tif,1997.074,primary,,,76789,4360,3005,2012-07-03,1997
Q103305044,1981.021.tif,1981.021,primary,,,56135,3534,2710,2012-06-28,1981
Q103305147,1996.008.tif,1996.008,primary,,,78670,4341,3092,2012-07-04,1996
Q103305160,2017.001.017.jpg,2017.001.017,primary,,,845,1918,1446,2018-06-19,2017
Q103305183,1970.006.tif,1970.006,primary,,,69927,4033,2958,2012-09-04,1970
Q103305198,2003.042.jpg,2003.042,primary,,,150,378,262,2010-02-23,2003
Q103305225,1992.393.tif,1992.393,primary,,,19778,2900,2324,2010-09-09,1992
Q103305242,1982.075.tif,1982.075,primary,,,17303,2839,2077,2011-01-27,1982
Q103305246,1997.067.tif,1997.067,primary,,,79722,4451,3056,2012-07-04,1997
Q103305288,2015.075.27.tif,2015.075.27,primary,,,79408,4345,3118,2016-11-16,2015
Q103305346,2015.075.13.tif,2015.075.13,primary,,,83893,4494,3185,2016-11-16,2015
Q103305462,1979.0837P.tif,1979.0837P,primary,,,11560,2437,1615,2010-11-11,1979
Q103305495,1992.396.tif,1992.396,primary,,,18762,2784,2296,2010-09-09,1992
Q103305501,1982.073.tif,1982.073,primary,,,13074,2619,1700,2011-01-27,1982
Q103305647,2002.002.jpg,2002.002,primary,,,329,499,400,2007-08-21,2002
Q103305654,1975.030.tif,1975.030,primary,,,71218,3902,3114,2014-07-29,1975
Q103305661,1982.074.tif,1982.074,primary,,,19696,2924,2296,2011-01-27,1982
Q103305686,2000.006.tif,2000.006,primary,,,41638,3082,2304,2012-03-22,2000
Q103305804,2017.001.045.tif,2017.001.045,primary,,,64068,4482,3659,2018-06-13,2017
Q103305809,2017.001.041.tif,2017.001.041,primary,,,13952,2267,1575,2018-06-14,2017
Q103305832,1997.089.tif,1997.089,primary,,,72701,3978,3118,2012-07-04,1997
Q103305837,2013.015.tif,2013.015,primary,,,75308,4242,3029,2013-01-29,2013
Q103305886,2017.001.021.tif,2017.001.021,primary,,,9173,1996,1176,2018-06-14,2017
Q103305917,2010.009.tif,2010.009,primary,,,75578,4113,3135,2012-07-31,2010
Q103305936,2004.022.tif,2004.022,primary,,,10606,2407,1500,2010-02-18,2004
Q103305994,1979.0712P.tif,1979.0712P,primary,,,49549,3561,2374,2014-02-12,1979
Q103306038,2015.075.34.tif,2015.075.34,primary,,,77383,4299,3071,2016-11-16,2015
Q103306096,2004.026.tif,2004.026,primary,,,11348,2199,1757,2010-02-25,2004
Q103306108,1999.050.tif,1999.050,primary,,,66255,3701,3054,2012-08-07,1999
Q103306115,1992.548.jpg,1992.548,primary,,,80,500,373,2010-11-01,1992
Q103306119,1999.047.tif,1999.047,primary,,,29371,3588,2792,2012-08-08,1999
Q103306124,1999.046.tif,1999.046,primary,,,29980,3588,2850,2012-08-08,1999
Q103306128,1999.049.tif,1999.049,primary,,,32176,4059,2704,2012-08-08,1999
Q103306135,1999.048.tif,1999.048,primary,,,33698,4008,2868,2012-08-08,1999
Q103306146,2012.001d.tif,2012.001d,primary,,,70717,4142,2913,2012-03-27,2012
Q103306178,1995.029.tif,1995.029,primary,,,77033,4434,2964,2012-06-28,1995
Q103306205,2015.037hh.tif,2015.037hh,primary,,,43732,3827,2925,2015-09-22,2015
Q103306420,1957.018.jpg,1957.018,primary,,,23,410,304,2010-02-22,1957
Q103306465,2017.001.032.jpg,2017.001.032,primary,,,1022,2527,1915,2018-06-19,2017
Q103306479,2014.005.tif,2014.005,primary,,,59247,3574,2828,2014-01-28,2014
Q103306509,1979.0725P.tif,1979.0725P,primary,,,89858,5061,3029,2012-11-29,1979
Q103306583,2015.037g.tif,2015.037g,primary,,,43664,3821,2925,2015-09-22,2015
Q103306587,1999.002.tif,1999.002,primary,,,70947,4219,2869,2012-07-03,1999
Q103306736,1979.0089.tif,1979.0089,primary,,,7315,1945,1279,2010-04-08,1979
Q103306749,2015.037jj.tif,2015.037jj,primary,,,43595,3815,2925,2015-09-22,2015
Q103306763,2012.005.tif,2012.005,primary,,,70463,3929,3060,2013-04-01,2012
Q103306809,2015.037h.tif,2015.037h,primary,,,43664,3821,2925,2015-09-22,2015
Q103307064,1988.047.tif,1988.047,primary,,,17470,3650,1631,2010-09-13,1988
Q103307075,1988.048.tif,1988.048,primary,,,15691,3392,1576,2010-09-13,1988
Q103307086,2017.001.056.jpg,2017.001.056,primary,,,1760,2599,1847,2018-06-19,2017
Q103307182,1996.030.tif,1996.030,primary,,,86359,4613,3194,2012-07-04,1996
Q103307239,2000.055.tif,2000.055,primary,,,87802,4837,3097,2016-07-11,2000
Q103307285,2015.075.35.tif,2015.075.35,primary,,,77422,4315,3061,2016-11-16,2015
Q103307299,2017.001.044.tif,2017.001.044,primary,,,18648,2740,1742,2018-06-13,2017
Q103307304,2013.036.tif,2013.036,primary,,,7824,1417,939,2012-05-07,2013
Q103307458,1978.029.tif,1978.029,primary,,,45468,4830,3211,2010-12-08,1978
Q103307464,2014.004.tif,2014.004,primary,,,70597,3885,3100,2014-01-28,2014
Q103307470,2000.123.tif,2000.123,primary,,,97152,5089,3257,2016-07-11,2000
Q103307501,2000.057.tif,2000.057,primary,,,72680,4455,2783,2016-07-11,2000
Q103307515,1979.0062.tif,1979.0062,primary,,,72108,4141,2971,2012-06-26,1979
Q103307540,1969.010.tif,1969.010,primary,,,57971,3664,2699,2014-08-10,1969
Q103307571,1979.1200P.tif,1979.1200P,primary,,,81004,4587,3013,2012-09-13,1979
Q103307625,1979.0352P.tif,1979.0352P,primary,,,68591,3920,2985,2013-01-28,1979
Q103307658,1979.1199P.tif,1979.1199P,primary,,,86334,4775,3085,2012-09-13,1979
Q103307685,2003.012.jpg,2003.012,primary,,,99,270,265,2010-02-23,2003
Q103307692,1986.011.tif,1986.011,primary,,,84079,4676,3068,2012-07-23,1986
Q103307793,2013.005.tif,2013.005,primary,,,72087,4299,2861,2013-01-29,2013
Q103307834,2013.010.tif,2013.010,primary,,,77511,4331,3053,2013-01-29,2013
Q103307840,2013.007.tif,2013.007,primary,,,79244,4468,3026,2013-01-29,2013
Q103307914,2001.027.tif,2001.027,primary,,,69616,4867,2440,2016-07-07,2001
Q103307944,1997.069.tif,1997.069,primary,,,76654,4312,3033,2012-07-10,1997
Q103307996,1970.021.tif,1970.021,primary,,,73898,4161,3030,2014-08-10,1970
Q103308136,1993.216.jpg,1993.216,primary,,,418,1200,1063,2010-02-23,1993
Q103308222,2000.056.tif,2000.056,primary,,,84728,4892,2955,2016-07-11,2000
Q103308230,2017.001.010.tif,2017.001.010,primary,,,51696,3288,2682,2021-03-04,2017
Q103308313,2015.038w.tif,2015.038w,primary,,,18607,3796,2902,2014-05-21,2015
Q103308402,1988.037.tif,1988.037,primary,,,43262,4805,1536,2012-07-31,1988
Q103308440,2004.018.tif,2004.018,primary,,,33270,3750,3028,2010-03-01,2004
Q103308599,2004.078.jpg,2004.078,primary,,,52,407,282,2010-02-24,2004
Q103308630,2008.165.tif,2008.165,primary,,,51984,4917,3607,2009-11-23,2008
Q103308676,1973.024.tif,1973.024,primary,,,95681,4724,3456,2012-07-03,1973
Q103308693,2015.037a.tif,2015.037a,primary,,,43690,3809,2936,2015-09-22,2015
Q103308788,1972.015.tif,1972.015,primary,,,72310,4398,2805,2012-08-02,1972
Q103309016,2013.008.tif,2013.008,primary,,,75496,4309,2989,2013-01-29,2013
Q103309040,1979.0838P.tif,1979.0838P,primary,,,20966,3175,2251,2010-11-11,1979
Q103309064,1979.0706P.tif,1979.0706P,primary,,,85464,4531,3218,2012-11-29,1979
Q103309143,2015.037aa.tif,2015.037aa,primary,,,43858,3838,2925,2015-09-22,2015
Q103309152,2005.001a.tif,2005.001a,primary,,,81413,4327,3210,2012-12-05,2005
Q103309160,1971.019.tif,1971.019,primary,,,47087,4858,3306,2010-06-30,1971
Q103309199,2015.037k.tif,2015.037k,primary,,,43664,3821,2925,2015-09-22,2015
Q103309204,1981.027.tif,1981.027,primary,,,89882,4575,3352,2012-03-22,1981
Q103309210,1980.046.tif,1980.046,primary,,,90259,4456,3456,2012-03-22,1980
Q103309232,1998.065.tif,1998.065,primary,,,1046,700,497,2010-04-22,1998
Q103309244,2017.001.031.tif,2017.001.031,primary,,,12946,2128,1557,2018-06-14,2017
Q103309305,2015.038hh.tif,2015.038hh,primary,,,27565,3814,2906,2014-05-21,2015
Q103309309,1975.056.tif,1975.056,primary,,,83198,4324,3283,2012-06-26,1975
Q103309322,2001.038.tif,2001.038,primary,,,83923,4803,2981,2016-04-05,2001
Q103309341,1999.053.tif,1999.053,primary,,,73526,3992,3142,2012-08-07,1999
Q103309346,1999.054.tif,1999.054,primary,,,60436,3449,2989,2012-08-07,1999
Q103309445,2001.047.tif,2001.047,primary,,,83737,4582,3118,2016-03-31,2001
Q103309519,2001.043.tif,2001.043,primary,,,65425,4331,2577,2016-04-05,2001
Q103309533,2005.038.tif,2005.038,primary,,,94090,4463,3597,2016-03-04,2005
Q103309557,2004.017.tif,2004.017,primary,,,48060,4663,3516,2010-02-25,2004
Q103309578,2004.027.tif,2004.027,primary,,,23773,3246,2497,2010-02-25,2004
Q103309598,1972.010.tif,1972.010,primary,,,68827,3927,2990,2012-06-26,1972
Q103309634,2003.021.jpg,2003.021,primary,,,150,356,272,2010-02-23,2003
Q103309753,1969.007.tif,1969.007,primary,,,31446,3975,2700,2010-04-05,1969
