accession_number,locale,description,rel_left_x,rel_right_x,rel_top_y,rel_bottom_y,abs_left_x,abs_right_x,abs_top_y,abs_bottom_y
1999.040,de,"73/400
Haus Hinterreiler 1970.",0.064,0.943,0.9848073792729246,0.9934888768312534,64,943,1815,1831
1999.040,,73/400,0.064,0.11,0.9880629408572978,0.9929462832338578,64,110,1821,1830
1999.040,,Haus,0.78,0.814,0.9853499728703201,0.9913185024416712,780,814,1816,1827
1999.040,,Hinterreiler,0.824,0.898,0.9853499728703201,0.9913185024416712,824,898,1816,1827
1999.040,,1970,0.909,0.938,0.9853499728703201,0.9913185024416712,909,938,1816,1827
1999.040,,.,0.939,0.943,0.9853499728703201,0.9913185024416712,939,943,1816,1827
1999.041,de,"46/50
Op.21
Hinterreiter 72",0.05714285714285714,0.9563025210084034,0.953,0.995,68,1138,953,995
1999.041,,46/50,0.05714285714285714,0.1453781512605042,0.954,0.987,68,173,954,987
1999.041,,Op.21,0.4361344537815126,0.5117647058823529,0.959,0.995,519,609,959,995
1999.041,,Hinterreiter,0.7294117647058823,0.9084033613445378,0.953,0.985,868,1081,953,985
1999.041,,72,0.9243697478991597,0.9563025210084034,0.953,0.985,1100,1138,953,985
1999.042,de,"48/50
Ор. 78
Hinterreiter 72",0.04712041884816754,0.9424083769633508,0.938,0.991,54,1080,938,991
1999.042,,48/50,0.04712041884816754,0.1300174520069808,0.948,0.977,54,149,948,977
1999.042,,Ор,0.40575916230366493,0.4336823734729494,0.947,0.988,465,497,947,988
1999.042,,.,0.4389179755671902,0.45549738219895286,0.944,0.985,503,522,944,985
1999.042,,78,0.45549738219895286,0.4930191972076789,0.942,0.981,522,565,942,981
1999.042,,Hinterreiter,0.7277486910994765,0.8944153577661431,0.95,0.974,834,1025,950,974
1999.042,,72,0.9092495636998255,0.9424083769633508,0.947,0.972,1042,1080,947,972
1999.043,de,"48/50
222
Op. 153
Hinterreiter 72.",0.03991130820399113,0.9526977087952697,0.8318318318318318,0.990990990990991,54,1289,831,990
1999.043,,48/50,0.03991130820399113,0.09977827050997783,0.954954954954955,0.9769769769769769,54,135,954,976
1999.043,,222,0.28750923872875095,0.36807095343680707,0.8318318318318318,0.9409409409409409,389,498,831,940
1999.043,,Op,0.41685144124168516,0.4434589800443459,0.9579579579579579,0.987987987987988,564,600,957,987
1999.043,,.,0.4441980783444198,0.45528455284552843,0.955955955955956,0.986986986986987,601,616,955,986
1999.043,,153,0.4530672579453067,0.49815225424981524,0.953953953953954,0.9819819819819819,613,674,953,981
1999.043,,Hinterreiter,0.7827050997782705,0.9120473022912047,0.9579579579579579,0.982982982982983,1059,1234,957,982
1999.043,,72,0.9216555801921655,0.9475240206947524,0.9579579579579579,0.982982982982983,1247,1282,957,982
1999.043,,.,0.9408721359940873,0.9526977087952697,0.9579579579579579,0.982982982982983,1273,1289,957,982
1999.044,de,"50/50
Op. 61
Hinterreiter 72",0.04765450483991065,0.9255398361876396,0.9409409409409409,0.980980980980981,64,1243,940,980
1999.044,,50/50,0.04765450483991065,0.11839166046165302,0.9459459459459459,0.974974974974975,64,159,945,974
1999.044,,Op,0.3857036485480268,0.41921072226358896,0.94994994994995,0.9769769769769769,518,563,949,976
1999.044,,.,0.4117647058823529,0.4251675353685778,0.9459459459459459,0.975975975975976,553,571,945,975
1999.044,,61,0.4288905435591958,0.4564408041697692,0.943943943943944,0.9719719719719719,576,613,943,971
1999.044,,Hinterreiter,0.7453462397617274,0.8868205510052122,0.9409409409409409,0.96996996996997,1001,1191,940,969
1999.044,,72,0.896500372300819,0.9255398361876396,0.9409409409409409,0.96996996996997,1204,1243,940,969
1999.045,de,"50/50
op. 99
22
Hinterreiter 72",0.0380952380952381,0.9435897435897436,0.829,0.981,52,1288,829,981
1999.045,,50/50,0.0380952380952381,0.11575091575091576,0.936,0.968,52,158,936,968
1999.045,,op,0.40805860805860805,0.4336996336996337,0.933,0.975,557,592,933,975
1999.045,,.,0.4358974358974359,0.4424908424908425,0.937,0.975,595,604,937,975
1999.045,,99,0.452014652014652,0.484981684981685,0.939,0.981,617,662,939,981
1999.045,,22,0.8512820512820513,0.9216117216117216,0.829,0.914,1162,1258,829,914
1999.045,,Hinterreiter,0.7384615384615385,0.895970695970696,0.933,0.961,1008,1223,933,961
1999.045,,72,0.9142857142857143,0.9435897435897436,0.933,0.961,1248,1288,933,961
1999.046,de,"33/50
Op. 37
Hinterreiter 72",0.08808808808808809,0.9179179179179179,0.9697933227344993,0.9904610492845787,88,917,1220,1246
1999.046,,33/50,0.08808808808808809,0.16116116116116116,0.9737678855325914,0.9872813990461049,88,161,1225,1242
1999.046,,Op,0.44544544544544545,0.4744744744744745,0.9721780604133545,0.9896661367249603,445,474,1223,1245
